video_game_key,date_key
148,12
148,13
148,52
148,101
148,102
148,103
149,27
149,28
149,94
149,95
149,96
150,38
150,39
150,90
150,91
150,92
150,93
151,10
151,97
151,98
151,99
151,100
152,115
152,116
152,117
153,120
154,12
154,13
154,52
154,101
154,102
154,103
155,70
155,71
155,72
155,73
156,135
157,38
157,39
157,90
157,91
157,92
157,93
158,110
158,111
158,112
158,113
158,114
159,10
159,97
159,98
159,99
159,100
160,35
160,47
160,48
160,86
160,87
160,88
161,38
161,39
161,90
161,91
161,92
161,93
162,27
162,28
162,94
162,95
162,96
163,108
164,108
165,108
166,110
166,111
166,112
166,113
166,114
167,27
167,28
167,94
167,95
167,96
168,108
169,70
169,71
169,72
169,73
170,38
170,39
170,90
170,91
170,92
170,93
171,133
171,134
172,110
172,111
172,112
172,113
172,114
173,24
173,25
173,79
173,80
173,81
173,82
173,83
173,84
173,85
174,109
175,43
175,107
176,110
176,111
176,112
176,113
176,114
177,38
177,39
177,90
177,91
177,92
177,93
178,10
178,97
178,98
178,99
178,100
179,118
179,119
181,106
182,24
182,25
182,79
182,80
182,81
182,82
182,83
182,84
182,85
183,43
183,107
184,24
184,25
184,79
184,80
184,81
184,82
184,83
184,84
184,85
185,122
186,24
186,25
186,79
186,80
186,81
186,82
186,83
186,84
186,85
187,10
187,97
187,98
187,99
187,100
188,121
189,74
189,75
189,76
189,77
189,78
190,27
190,28
190,94
190,95
190,96
191,43
191,107
192,127
192,128
193,50
193,89
194,70
194,71
194,72
194,73
195,120
196,12
196,13
196,52
196,101
196,102
196,103
197,38
197,39
197,90
197,91
197,92
197,93
198,70
198,71
198,72
198,73
199,12
199,13
199,52
199,101
199,102
199,103
200,50
200,89
201,110
201,111
201,112
201,113
201,114
202,120
203,110
203,111
203,112
203,113
203,114
204,70
204,71
204,72
204,73
205,110
205,111
205,112
205,113
205,114
206,115
206,116
206,117
207,10
207,97
207,98
207,99
207,100
208,10
208,97
208,98
208,99
208,100
209,27
209,28
209,94
209,95
209,96
210,10
210,97
210,98
210,99
210,100
211,10
211,97
211,98
211,99
211,100
212,104
212,105
213,10
213,97
213,98
213,99
213,100
214,118
214,119
215,50
215,89
216,132
217,50
217,89
218,50
218,89
219,10
219,97
219,98
219,99
219,100
220,70
220,71
220,72
220,73
221,110
221,111
221,112
221,113
221,114
222,57
222,58
222,59
222,60
222,61
222,62
223,35
223,47
223,48
223,86
223,87
223,88
224,109
225,43
225,107
226,109
227,27
227,28
227,94
227,95
227,96
229,35
229,47
229,48
229,86
229,87
229,88
230,120
231,10
231,97
231,98
231,99
231,100
232,129
232,130
232,131
234,38
234,39
234,90
234,91
234,92
234,93
235,74
235,75
235,76
235,77
235,78
236,63
236,64
236,65
236,66
236,67
236,68
236,69
237,70
237,71
237,72
237,73
238,10
238,97
238,98
238,99
238,100
239,106
241,12
241,13
241,52
241,101
241,102
241,103
243,109
244,63
244,64
244,65
244,66
244,67
244,68
244,69
245,70
245,71
245,72
245,73
246,104
246,105
247,24
247,25
247,79
247,80
247,81
247,82
247,83
247,84
247,85
248,50
248,89
249,108
250,12
250,13
250,52
250,101
250,102
250,103
251,12
251,13
251,52
251,101
251,102
251,103
252,136
253,104
253,105
254,12
254,13
254,52
254,101
254,102
254,103
255,129
255,130
255,131
256,104
256,105
257,74
257,75
257,76
257,77
257,78
258,70
258,71
258,72
258,73
260,27
260,28
260,94
260,95
260,96
261,63
261,64
261,65
261,66
261,67
261,68
261,69
262,74
262,75
262,76
262,77
262,78
263,38
263,39
263,90
263,91
263,92
263,93
264,35
264,47
264,48
264,86
264,87
264,88
265,108
266,106
267,12
267,13
267,52
267,101
267,102
267,103
268,121
269,35
269,47
269,48
269,86
269,87
269,88
270,104
270,105
271,43
271,107
272,57
272,58
272,59
272,60
272,61
272,62
273,10
273,97
273,98
273,99
273,100
274,35
274,47
274,48
274,86
274,87
274,88
275,38
275,39
275,90
275,91
275,92
275,93
276,35
276,47
276,48
276,86
276,87
276,88
277,133
277,134
278,138
278,139
279,118
279,119
281,70
281,71
281,72
281,73
282,118
282,119
283,121
284,12
284,13
284,52
284,101
284,102
284,103
285,35
285,47
285,48
285,86
285,87
285,88
286,127
286,128
287,10
287,97
287,98
287,99
287,100
288,63
288,64
288,65
288,66
288,67
288,68
288,69
289,10
289,97
289,98
289,99
289,100
290,50
290,89
291,10
291,97
291,98
291,99
291,100
292,10
292,97
292,98
292,99
292,100
293,104
293,105
294,120
295,109
296,70
296,71
296,72
296,73
297,118
297,119
298,70
298,71
298,72
298,73
299,138
299,139
300,27
300,28
300,94
300,95
300,96
301,10
301,97
301,98
301,99
301,100
302,38
302,39
302,90
302,91
302,92
302,93
303,104
303,105
304,38
304,39
304,90
304,91
304,92
304,93
305,70
305,71
305,72
305,73
306,122
307,43
307,107
308,74
308,75
308,76
308,77
308,78
309,70
309,71
309,72
309,73
310,12
310,13
310,52
310,101
310,102
310,103
311,35
311,47
311,48
311,86
311,87
311,88
312,104
312,105
313,135
314,50
314,89
315,63
315,64
315,65
315,66
315,67
315,68
315,69
316,106
317,10
317,97
317,98
317,99
317,100
318,121
319,127
319,128
320,38
320,39
320,90
320,91
320,92
320,93
321,10
321,97
321,98
321,99
321,100
322,35
322,47
322,48
322,86
322,87
322,88
323,63
323,64
323,65
323,66
323,67
323,68
323,69
324,35
324,47
324,48
324,86
324,87
324,88
325,27
325,28
325,94
325,95
325,96
326,120
327,10
327,97
327,98
327,99
327,100
328,74
328,75
328,76
328,77
328,78
330,10
330,97
330,98
330,99
330,100
331,108
332,63
332,64
332,65
332,66
332,67
332,68
332,69
333,110
333,111
333,112
333,113
333,114
334,109
335,106
336,115
336,116
336,117
337,74
337,75
337,76
337,77
337,78
338,10
338,97
338,98
338,99
338,100
339,38
339,39
339,90
339,91
339,92
339,93
341,104
341,105
342,115
342,116
342,117
344,27
344,28
344,94
344,95
344,96
345,74
345,75
345,76
345,77
345,78
346,108
347,110
347,111
347,112
347,113
347,114
348,38
348,39
348,90
348,91
348,92
348,93
349,10
349,97
349,98
349,99
349,100
350,74
350,75
350,76
350,77
350,78
351,104
351,105
352,57
352,58
352,59
352,60
352,61
352,62
353,106
354,122
355,108
356,10
356,97
356,98
356,99
356,100
357,108
358,104
358,105
359,109
360,118
360,119
361,12
361,13
361,52
361,101
361,102
361,103
363,118
363,119
364,108
365,104
365,105
366,74
366,75
366,76
366,77
366,78
367,50
367,89
368,109
369,110
369,111
369,112
369,113
369,114
370,27
370,28
370,94
370,95
370,96
371,38
371,39
371,90
371,91
371,92
371,93
372,38
372,39
372,90
372,91
372,92
372,93
373,120
374,50
374,89
376,38
376,39
376,90
376,91
376,92
376,93
377,12
377,13
377,52
377,101
377,102
377,103
379,63
379,64
379,65
379,66
379,67
379,68
379,69
380,50
380,89
381,27
381,28
381,94
381,95
381,96
382,70
382,71
382,72
382,73
383,24
383,25
383,79
383,80
383,81
383,82
383,83
383,84
383,85
384,74
384,75
384,76
384,77
384,78
385,38
385,39
385,90
385,91
385,92
385,93
387,74
387,75
387,76
387,77
387,78
388,35
388,47
388,48
388,86
388,87
388,88
389,115
389,116
389,117
390,122
391,106
392,132
394,109
395,27
395,28
395,94
395,95
395,96
396,63
396,64
396,65
396,66
396,67
396,68
396,69
397,38
397,39
397,90
397,91
397,92
397,93
398,115
398,116
398,117
399,109
400,27
400,28
400,94
400,95
400,96
401,115
401,116
401,117
402,74
402,75
402,76
402,77
402,78
403,12
403,13
403,52
403,101
403,102
403,103
406,24
406,25
406,79
406,80
406,81
406,82
406,83
406,84
406,85
407,104
407,105
408,108
409,43
409,107
410,63
410,64
410,65
410,66
410,67
410,68
410,69
411,70
411,71
411,72
411,73
412,43
412,107
413,27
413,28
413,94
413,95
413,96
414,38
414,39
414,90
414,91
414,92
414,93
415,63
415,64
415,65
415,66
415,67
415,68
415,69
416,121
417,63
417,64
417,65
417,66
417,67
417,68
417,69
418,35
418,47
418,48
418,86
418,87
418,88
419,63
419,64
419,65
419,66
419,67
419,68
419,69
420,70
420,71
420,72
420,73
421,110
421,111
421,112
421,113
421,114
423,121
424,109
425,10
425,97
425,98
425,99
425,100
426,27
426,28
426,94
426,95
426,96
427,121
428,50
428,89
429,43
429,107
430,63
430,64
430,65
430,66
430,67
430,68
430,69
431,50
431,89
433,27
433,28
433,94
433,95
433,96
434,108
435,27
435,28
435,94
435,95
435,96
436,108
437,27
437,28
437,94
437,95
437,96
438,104
438,105
439,24
439,25
439,79
439,80
439,81
439,82
439,83
439,84
439,85
440,70
440,71
440,72
440,73
441,10
441,97
441,98
441,99
441,100
442,109
443,115
443,116
443,117
444,110
444,111
444,112
444,113
444,114
445,12
445,13
445,52
445,101
445,102
445,103
446,10
446,97
446,98
446,99
446,100
447,132
448,50
448,89
449,50
449,89
450,70
450,71
450,72
450,73
452,108
453,137
454,24
454,25
454,79
454,80
454,81
454,82
454,83
454,84
454,85
455,74
455,75
455,76
455,77
455,78
456,122
458,24
458,25
458,79
458,80
458,81
458,82
458,83
458,84
458,85
459,27
459,28
459,94
459,95
459,96
460,24
460,25
460,79
460,80
460,81
460,82
460,83
460,84
460,85
461,50
461,89
462,27
462,28
462,94
462,95
462,96
463,121
464,38
464,39
464,90
464,91
464,92
464,93
466,136
468,63
468,64
468,65
468,66
468,67
468,68
468,69
469,24
469,25
469,79
469,80
469,81
469,82
469,83
469,84
469,85
470,10
470,97
470,98
470,99
470,100
472,70
472,71
472,72
472,73
473,123
473,124
473,125
473,126
474,109
476,108
477,63
477,64
477,65
477,66
477,67
477,68
477,69
478,50
478,89
479,70
479,71
479,72
479,73
480,35
480,47
480,48
480,86
480,87
480,88
481,43
481,107
482,27
482,28
482,94
482,95
482,96
484,38
484,39
484,90
484,91
484,92
484,93
485,120
486,43
486,107
487,104
487,105
488,38
488,39
488,90
488,91
488,92
488,93
489,108
490,10
490,97
490,98
490,99
490,100
491,12
491,13
491,52
491,101
491,102
491,103
492,10
492,97
492,98
492,99
492,100
494,74
494,75
494,76
494,77
494,78
495,70
495,71
495,72
495,73
496,106
497,27
497,28
497,94
497,95
497,96
498,43
498,107
499,24
499,25
499,79
499,80
499,81
499,82
499,83
499,84
499,85
500,108
501,106
502,35
502,47
502,48
502,86
502,87
502,88
503,110
503,111
503,112
503,113
503,114
504,10
504,97
504,98
504,99
504,100
505,115
505,116
505,117
506,74
506,75
506,76
506,77
506,78
507,24
507,25
507,79
507,80
507,81
507,82
507,83
507,84
507,85
509,35
509,47
509,48
509,86
509,87
509,88
510,132
511,118
511,119
512,120
513,35
513,47
513,48
513,86
513,87
513,88
514,63
514,64
514,65
514,66
514,67
514,68
514,69
515,50
515,89
516,10
516,97
516,98
516,99
516,100
517,38
517,39
517,90
517,91
517,92
517,93
518,50
518,89
521,43
521,107
522,122
523,50
523,89
524,10
524,97
524,98
524,99
524,100
525,43
525,107
526,27
526,28
526,94
526,95
526,96
527,12
527,13
527,52
527,101
527,102
527,103
528,118
528,119
529,35
529,47
529,48
529,86
529,87
529,88
530,115
530,116
530,117
531,108
532,127
532,128
533,120
534,35
534,47
534,48
534,86
534,87
534,88
535,108
536,38
536,39
536,90
536,91
536,92
536,93
537,35
537,47
537,48
537,86
537,87
537,88
538,43
538,107
539,70
539,71
539,72
539,73
540,43
540,107
541,38
541,39
541,90
541,91
541,92
541,93
542,43
542,107
543,10
543,97
543,98
543,99
543,100
544,35
544,47
544,48
544,86
544,87
544,88
546,127
546,128
547,74
547,75
547,76
547,77
547,78
548,109
549,137
550,35
550,47
550,48
550,86
550,87
550,88
551,12
551,13
551,52
551,101
551,102
551,103
553,108
554,63
554,64
554,65
554,66
554,67
554,68
554,69
555,115
555,116
555,117
556,35
556,47
556,48
556,86
556,87
556,88
557,12
557,13
557,52
557,101
557,102
557,103
558,50
558,89
559,50
559,89
560,50
560,89
561,106
562,70
562,71
562,72
562,73
563,38
563,39
563,90
563,91
563,92
563,93
564,35
564,47
564,48
564,86
564,87
564,88
565,127
565,128
566,104
566,105
567,27
567,28
567,94
567,95
567,96
568,115
568,116
568,117
569,106
570,12
570,13
570,52
570,101
570,102
570,103
571,43
571,107
572,24
572,25
572,79
572,80
572,81
572,82
572,83
572,84
572,85
573,12
573,13
573,52
573,101
573,102
573,103
574,137
575,120
576,10
576,97
576,98
576,99
576,100
577,109
578,12
578,13
578,52
578,101
578,102
578,103
579,38
579,39
579,90
579,91
579,92
579,93
580,38
580,39
580,90
580,91
580,92
580,93
581,106
582,10
582,97
582,98
582,99
582,100
583,50
583,89
584,38
584,39
584,90
584,91
584,92
584,93
585,35
585,47
585,48
585,86
585,87
585,88
586,27
586,28
586,94
586,95
586,96
588,50
588,89
589,132
590,27
590,28
590,94
590,95
590,96
591,10
591,97
591,98
591,99
591,100
592,106
593,38
593,39
593,90
593,91
593,92
593,93
594,74
594,75
594,76
594,77
594,78
595,38
595,39
595,90
595,91
595,92
595,93
596,10
596,97
596,98
596,99
596,100
597,12
597,13
597,52
597,101
597,102
597,103
598,106
599,50
599,89
600,38
600,39
600,90
600,91
600,92
600,93
601,10
601,97
601,98
601,99
601,100
602,108
603,136
604,24
604,25
604,79
604,80
604,81
604,82
604,83
604,84
604,85
605,43
605,107
606,27
606,28
606,94
606,95
606,96
607,27
607,28
607,94
607,95
607,96
609,108
610,109
611,10
611,97
611,98
611,99
611,100
612,137
613,74
613,75
613,76
613,77
613,78
614,12
614,13
614,52
614,101
614,102
614,103
615,27
615,28
615,94
615,95
615,96
616,110
616,111
616,112
616,113
616,114
617,35
617,47
617,48
617,86
617,87
617,88
618,43
618,107
619,50
619,89
621,27
621,28
621,94
621,95
621,96
622,27
622,28
622,94
622,95
622,96
623,115
623,116
623,117
624,24
624,25
624,79
624,80
624,81
624,82
624,83
624,84
624,85
626,74
626,75
626,76
626,77
626,78
628,50
628,89
629,27
629,28
629,94
629,95
629,96
630,127
630,128
631,118
631,119
632,120
633,35
633,47
633,48
633,86
633,87
633,88
634,12
634,13
634,52
634,101
634,102
634,103
635,43
635,107
636,118
636,119
637,27
637,28
637,94
637,95
637,96
638,115
638,116
638,117
639,135
640,50
640,89
641,43
641,107
642,108
643,115
643,116
643,117
644,70
644,71
644,72
644,73
645,10
645,97
645,98
645,99
645,100
646,63
646,64
646,65
646,66
646,67
646,68
646,69
647,120
648,136
649,118
649,119
651,63
651,64
651,65
651,66
651,67
651,68
651,69
652,50
652,89
654,122
655,74
655,75
655,76
655,77
655,78
656,35
656,47
656,48
656,86
656,87
656,88
657,104
657,105
658,10
658,97
658,98
658,99
658,100
659,35
659,47
659,48
659,86
659,87
659,88
660,115
660,116
660,117
661,63
661,64
661,65
661,66
661,67
661,68
661,69
662,70
662,71
662,72
662,73
663,50
663,89
664,108
665,10
665,97
665,98
665,99
665,100
666,106
667,106
668,106
669,38
669,39
669,90
669,91
669,92
669,93
670,35
670,47
670,48
670,86
670,87
670,88
671,121
672,50
672,89
673,120
674,115
674,116
674,117
675,27
675,28
675,94
675,95
675,96
676,74
676,75
676,76
676,77
676,78
677,10
677,97
677,98
677,99
677,100
678,27
678,28
678,94
678,95
678,96
679,108
680,50
680,89
681,63
681,64
681,65
681,66
681,67
681,68
681,69
682,63
682,64
682,65
682,66
682,67
682,68
682,69
683,50
683,89
684,109
685,118
685,119
686,106
687,106
688,110
688,111
688,112
688,113
688,114
689,121
690,115
690,116
690,117
691,74
691,75
691,76
691,77
691,78
692,24
692,25
692,79
692,80
692,81
692,82
692,83
692,84
692,85
693,27
693,28
693,94
693,95
693,96
694,35
694,47
694,48
694,86
694,87
694,88
695,118
695,119
696,74
696,75
696,76
696,77
696,78
697,106
698,38
698,39
698,90
698,91
698,92
698,93
699,70
699,71
699,72
699,73
700,63
700,64
700,65
700,66
700,67
700,68
700,69
702,27
702,28
702,94
702,95
702,96
703,27
703,28
703,94
703,95
703,96
704,24
704,25
704,79
704,80
704,81
704,82
704,83
704,84
704,85
705,118
705,119
706,24
706,25
706,79
706,80
706,81
706,82
706,83
706,84
706,85
707,38
707,39
707,90
707,91
707,92
707,93
708,12
708,13
708,52
708,101
708,102
708,103
710,108
711,10
711,97
711,98
711,99
711,100
713,10
713,97
713,98
713,99
713,100
714,70
714,71
714,72
714,73
716,118
716,119
717,106
718,35
718,47
718,48
718,86
718,87
718,88
719,38
719,39
719,90
719,91
719,92
719,93
720,27
720,28
720,94
720,95
720,96
721,108
722,108
723,132
724,27
724,28
724,94
724,95
724,96
725,38
725,39
725,90
725,91
725,92
725,93
726,74
726,75
726,76
726,77
726,78
727,43
727,107
728,38
728,39
728,90
728,91
728,92
728,93
729,115
729,116
729,117
730,50
730,89
731,50
731,89
732,74
732,75
732,76
732,77
732,78
733,12
733,13
733,52
733,101
733,102
733,103
734,27
734,28
734,94
734,95
734,96
736,10
736,97
736,98
736,99
736,100
737,109
738,137
739,27
739,28
739,94
739,95
739,96
740,10
740,97
740,98
740,99
740,100
741,35
741,47
741,48
741,86
741,87
741,88
742,12
742,13
742,52
742,101
742,102
742,103
743,43
743,107
744,127
744,128
745,109
746,24
746,25
746,79
746,80
746,81
746,82
746,83
746,84
746,85
747,109
749,74
749,75
749,76
749,77
749,78
750,74
750,75
750,76
750,77
750,78
751,12
751,13
751,52
751,101
751,102
751,103
752,43
752,107
753,50
753,89
754,115
754,116
754,117
755,138
755,139
756,108
757,38
757,39
757,90
757,91
757,92
757,93
758,109
759,63
759,64
759,65
759,66
759,67
759,68
759,69
760,136
761,70
761,71
761,72
761,73
762,10
762,97
762,98
762,99
762,100
763,120
765,135
766,127
766,128
768,106
769,12
769,13
769,52
769,101
769,102
769,103
770,43
770,107
771,57
771,58
771,59
771,60
771,61
771,62
772,50
772,89
773,12
773,13
773,52
773,101
773,102
773,103
774,50
774,89
775,108
776,133
776,134
777,35
777,47
777,48
777,86
777,87
777,88
778,38
778,39
778,90
778,91
778,92
778,93
779,109
780,27
780,28
780,94
780,95
780,96
782,50
782,89
784,43
784,107
785,35
785,47
785,48
785,86
785,87
785,88
786,115
786,116
786,117
789,104
789,105
790,35
790,47
790,48
790,86
790,87
790,88
791,104
791,105
792,118
792,119
793,12
793,13
793,52
793,101
793,102
793,103
794,43
794,107
795,50
795,89
796,38
796,39
796,90
796,91
796,92
796,93
797,12
797,13
797,52
797,101
797,102
797,103
798,63
798,64
798,65
798,66
798,67
798,68
798,69
799,50
799,89
800,50
800,89
802,27
802,28
802,94
802,95
802,96
803,10
803,97
803,98
803,99
803,100
804,43
804,107
805,50
805,89
806,115
806,116
806,117
807,122
808,50
808,89
810,50
810,89
811,38
811,39
811,90
811,91
811,92
811,93
812,35
812,47
812,48
812,86
812,87
812,88
813,108
814,10
814,97
814,98
814,99
814,100
815,50
815,89
816,50
816,89
817,104
817,105
818,106
819,115
819,116
819,117
820,43
820,107
821,74
821,75
821,76
821,77
821,78
822,10
822,97
822,98
822,99
822,100
823,27
823,28
823,94
823,95
823,96
824,74
824,75
824,76
824,77
824,78
825,104
825,105
827,74
827,75
827,76
827,77
827,78
828,127
828,128
829,10
829,97
829,98
829,99
829,100
830,38
830,39
830,90
830,91
830,92
830,93
831,35
831,47
831,48
831,86
831,87
831,88
832,27
832,28
832,94
832,95
832,96
833,12
833,13
833,52
833,101
833,102
833,103
834,104
834,105
835,43
835,107
836,35
836,47
836,48
836,86
836,87
836,88
837,70
837,71
837,72
837,73
838,115
838,116
838,117
839,35
839,47
839,48
839,86
839,87
839,88
840,43
840,107
841,27
841,28
841,94
841,95
841,96
842,104
842,105
843,70
843,71
843,72
843,73
844,24
844,25
844,79
844,80
844,81
844,82
844,83
844,84
844,85
845,10
845,97
845,98
845,99
845,100
846,57
846,58
846,59
846,60
846,61
846,62
847,74
847,75
847,76
847,77
847,78
848,24
848,25
848,79
848,80
848,81
848,82
848,83
848,84
848,85
849,70
849,71
849,72
849,73
850,123
850,124
850,125
850,126
851,27
851,28
851,94
851,95
851,96
852,118
852,119
853,133
853,134
856,129
856,130
856,131
857,74
857,75
857,76
857,77
857,78
858,24
858,25
858,79
858,80
858,81
858,82
858,83
858,84
858,85
859,70
859,71
859,72
859,73
860,50
860,89
862,27
862,28
862,94
862,95
862,96
863,43
863,107
864,27
864,28
864,94
864,95
864,96
866,74
866,75
866,76
866,77
866,78
867,106
868,137
870,12
870,13
870,52
870,101
870,102
870,103
871,12
871,13
871,52
871,101
871,102
871,103
872,70
872,71
872,72
872,73
873,43
873,107
874,104
874,105
875,122
876,43
876,107
877,43
877,107
878,27
878,28
878,94
878,95
878,96
879,110
879,111
879,112
879,113
879,114
880,108
881,133
881,134
882,106
883,118
883,119
885,106
886,74
886,75
886,76
886,77
886,78
887,27
887,28
887,94
887,95
887,96
888,123
888,124
888,125
888,126
889,121
890,115
890,116
890,117
891,27
891,28
891,94
891,95
891,96
892,70
892,71
892,72
892,73
893,27
893,28
893,94
893,95
893,96
894,74
894,75
894,76
894,77
894,78
895,108
896,38
896,39
896,90
896,91
896,92
896,93
897,27
897,28
897,94
897,95
897,96
898,108
899,43
899,107
900,106
901,120
902,38
902,39
902,90
902,91
902,92
902,93
903,109
904,27
904,28
904,94
904,95
904,96
905,27
905,28
905,94
905,95
905,96
906,63
906,64
906,65
906,66
906,67
906,68
906,69
907,35
907,47
907,48
907,86
907,87
907,88
908,108
909,24
909,25
909,79
909,80
909,81
909,82
909,83
909,84
909,85
910,74
910,75
910,76
910,77
910,78
911,27
911,28
911,94
911,95
911,96
912,74
912,75
912,76
912,77
912,78
913,38
913,39
913,90
913,91
913,92
913,93
914,110
914,111
914,112
914,113
914,114
915,106
916,110
916,111
916,112
916,113
916,114
917,104
917,105
918,115
918,116
918,117
919,10
919,97
919,98
919,99
919,100
921,115
921,116
921,117
922,108
923,74
923,75
923,76
923,77
923,78
924,108
925,104
925,105
926,106
927,110
927,111
927,112
927,113
927,114
928,118
928,119
929,106
930,70
930,71
930,72
930,73
931,108
932,38
932,39
932,90
932,91
932,92
932,93
933,110
933,111
933,112
933,113
933,114
934,50
934,89
935,74
935,75
935,76
935,77
935,78
936,106
937,10
937,97
937,98
937,99
937,100
938,106
939,138
939,139
940,35
940,47
940,48
940,86
940,87
940,88
941,38
941,39
941,90
941,91
941,92
941,93
942,104
942,105
943,115
943,116
943,117
944,104
944,105
945,24
945,25
945,79
945,80
945,81
945,82
945,83
945,84
945,85
946,120
947,63
947,64
947,65
947,66
947,67
947,68
947,69
948,123
948,124
948,125
948,126
949,10
949,97
949,98
949,99
949,100
950,121
951,70
951,71
951,72
951,73
952,122
953,108
954,108
955,10
955,97
955,98
955,99
955,100
956,50
956,89
957,70
957,71
957,72
957,73
958,43
958,107
959,109
961,106
962,27
962,28
962,94
962,95
962,96
964,12
964,13
964,52
964,101
964,102
964,103
965,50
965,89
966,110
966,111
966,112
966,113
966,114
967,63
967,64
967,65
967,66
967,67
967,68
967,69
968,122
969,74
969,75
969,76
969,77
969,78
970,24
970,25
970,79
970,80
970,81
970,82
970,83
970,84
970,85
971,43
971,107
972,12
972,13
972,52
972,101
972,102
972,103
973,108
974,106
975,35
975,47
975,48
975,86
975,87
975,88
976,50
976,89
977,24
977,25
977,79
977,80
977,81
977,82
977,83
977,84
977,85
978,74
978,75
978,76
978,77
978,78
979,104
979,105
980,10
980,97
980,98
980,99
980,100
981,74
981,75
981,76
981,77
981,78
982,74
982,75
982,76
