"title","genre","year","num_injured","num_deaths"
"burnout paradise: the ultimate box","racing",2009,1,4
"burnout paradise: the ultimate box","racing",2009,31,13
"burnout paradise: the ultimate box","racing",2009,4,14
"burnout paradise: the ultimate box","racing",2009,3,8
"famicom mini: famicom tantei club part ii - ushiro ni tatsu shoujo zenkouhen","adventure",2004,7,5
"the secret saturdays: beasts of the 5th sun","action",2009,0,5
"the secret saturdays: beasts of the 5th sun","action",2009,2,3
"the secret saturdays: beasts of the 5th sun","action",2009,1,4
"the secret saturdays: beasts of the 5th sun","action",2009,31,13
"the secret saturdays: beasts of the 5th sun","action",2009,4,14
"the secret saturdays: beasts of the 5th sun","action",2009,3,8
"winter stars","sports",2011,22,12
"winter stars","sports",2011,20,26
"winter stars","sports",2011,0,3
"winter stars","sports",2011,1,8
"winter stars","sports",2011,7,5
"winter stars","sports",2011,13,6
"higurashi no nakukoru ni kizuna: dai-ni-kan - sou","adventure",2008,27,9
"higurashi no nakukoru ni kizuna: dai-ni-kan - sou","adventure",2008,26,22
"higurashi no nakukoru ni kizuna: dai-ni-kan - sou","adventure",2008,1,6
"higurashi no nakukoru ni kizuna: dai-ni-kan - sou","adventure",2008,21,5
"higurashi no nakukoru ni kizuna: dai-ni-kan - sou","adventure",2008,2,6
"star trek: shattered universe","simulation",2004,7,5
"the land before time: great valley racing adventure","racing",2001,4,5
"ultra street fighter iv","fighting",2015,21,14
"ultra street fighter iv","fighting",2015,9,3
"ultra street fighter iv","fighting",2015,0,3
"ultra street fighter iv","fighting",2015,9,9
"ultra street fighter iv","fighting",2015,2,5
"ultra street fighter iv","fighting",2015,1,9
"ultra street fighter iv","fighting",2015,1,3
"animal planet: vet life","simulation",2009,0,5
"animal planet: vet life","simulation",2009,2,3
"animal planet: vet life","simulation",2009,1,4
"animal planet: vet life","simulation",2009,31,13
"animal planet: vet life","simulation",2009,4,14
"animal planet: vet life","simulation",2009,3,8
"cubic ninja","platform",2011,22,12
"cubic ninja","platform",2011,20,26
"cubic ninja","platform",2011,0,3
"cubic ninja","platform",2011,1,8
"cubic ninja","platform",2011,7,5
"cubic ninja","platform",2011,13,6
"championship pony","simulation",2008,27,9
"championship pony","simulation",2008,26,22
"championship pony","simulation",2008,1,6
"championship pony","simulation",2008,21,5
"championship pony","simulation",2008,2,6
"harvest moon: frantic farming","puzzle",2009,0,5
"harvest moon: frantic farming","puzzle",2009,2,3
"harvest moon: frantic farming","puzzle",2009,1,4
"harvest moon: frantic farming","puzzle",2009,31,13
"harvest moon: frantic farming","puzzle",2009,4,14
"harvest moon: frantic farming","puzzle",2009,3,8
"rise of the tomb raider","adventure",2016,0,5
"rise of the tomb raider","adventure",2016,3,3
"rise of the tomb raider","adventure",2016,11,5
"rise of the tomb raider","adventure",2016,53,49
"rise of the tomb raider","adventure",2016,14,3
"rise of the tomb raider","adventure",2016,2,6
"pinball hall of fame: the williams collection","misc",2011,22,12
"pinball hall of fame: the williams collection","misc",2011,20,26
"pinball hall of fame: the williams collection","misc",2011,0,3
"pinball hall of fame: the williams collection","misc",2011,1,8
"pinball hall of fame: the williams collection","misc",2011,7,5
"pinball hall of fame: the williams collection","misc",2011,13,6
"power stone collection","action",2006,1,3
"power stone collection","action",2006,10,4
"power stone collection","action",2006,0,3
"power stone collection","action",2006,5,6
"power stone collection","action",2006,2,7
"power stone collection","action",2006,0,8
"mtx mototrax","racing",2004,7,5
"blast chamber","shooter",1996,1,6
"thor: god of thunder","action",2011,22,12
"thor: god of thunder","action",2011,20,26
"thor: god of thunder","action",2011,0,3
"thor: god of thunder","action",2011,1,8
"thor: god of thunder","action",2011,7,5
"thor: god of thunder","action",2011,13,6
"mana khemia: student alliance","role-playing",2008,27,9
"mana khemia: student alliance","role-playing",2008,26,22
"mana khemia: student alliance","role-playing",2008,1,6
"mana khemia: student alliance","role-playing",2008,21,5
"mana khemia: student alliance","role-playing",2008,2,6
"retro game challenge (us sales)","action",2007,46,7
"retro game challenge (us sales)","action",2007,4,9
"retro game challenge (us sales)","action",2007,1,6
"retro game challenge (us sales)","action",2007,23,32
"retro game challenge (us sales)","action",2007,4,6
"eyetoy: operation spy","action",2005,5,10
"eyetoy: operation spy","action",2005,4,7
"zoo tycoon (2013)","simulation",2013,8,12
"zoo tycoon (2013)","simulation",2013,0,7
"zoo tycoon (2013)","simulation",2013,3,6
"zoo tycoon (2013)","simulation",2013,0,5
"zoo tycoon (2013)","simulation",2013,2,5
"motogp 07","racing",2007,46,7
"motogp 07","racing",2007,4,9
"motogp 07","racing",2007,1,6
"motogp 07","racing",2007,23,32
"motogp 07","racing",2007,4,6
"touch detective","adventure",2006,1,3
"touch detective","adventure",2006,10,4
"touch detective","adventure",2006,0,3
"touch detective","adventure",2006,5,6
"touch detective","adventure",2006,2,7
"touch detective","adventure",2006,0,8
"option tuning car battle","racing",1998,25,4
"option tuning car battle","racing",1998,10,5
"option tuning car battle","racing",1998,1,5
"rapala pro bass fishing 2010","sports",2010,546,58
"rapala pro bass fishing 2010","sports",2010,2,9
"derby jockey 2","sports",1995,0,6
"famicom mini: mappy","platform",2004,7,5
"descent maximum","shooter",1997,2,5
"descent maximum","shooter",1997,3,4
"disney sing it! high school musical 3: senior year","misc",2009,0,5
"disney sing it! high school musical 3: senior year","misc",2009,2,3
"disney sing it! high school musical 3: senior year","misc",2009,1,4
"disney sing it! high school musical 3: senior year","misc",2009,31,13
"disney sing it! high school musical 3: senior year","misc",2009,4,14
"disney sing it! high school musical 3: senior year","misc",2009,3,8
"blast works: build, trade, destroy","shooter",2008,27,9
"blast works: build, trade, destroy","shooter",2008,26,22
"blast works: build, trade, destroy","shooter",2008,1,6
"blast works: build, trade, destroy","shooter",2008,21,5
"blast works: build, trade, destroy","shooter",2008,2,6
"resident evil: revelations 2","action",2015,21,14
"resident evil: revelations 2","action",2015,9,3
"resident evil: revelations 2","action",2015,0,3
"resident evil: revelations 2","action",2015,9,9
"resident evil: revelations 2","action",2015,2,5
"resident evil: revelations 2","action",2015,1,9
"resident evil: revelations 2","action",2015,1,3
"major league baseball 2k11","sports",2011,22,12
"major league baseball 2k11","sports",2011,20,26
"major league baseball 2k11","sports",2011,0,3
"major league baseball 2k11","sports",2011,1,8
"major league baseball 2k11","sports",2011,7,5
"major league baseball 2k11","sports",2011,13,6
"shining force exa","role-playing",2007,46,7
"shining force exa","role-playing",2007,4,9
"shining force exa","role-playing",2007,1,6
"shining force exa","role-playing",2007,23,32
"shining force exa","role-playing",2007,4,6
"virtual pro wrestling","fighting",1996,1,6
"wasteland 2","role-playing",2015,21,14
"wasteland 2","role-playing",2015,9,3
"wasteland 2","role-playing",2015,0,3
"wasteland 2","role-playing",2015,9,9
"wasteland 2","role-playing",2015,2,5
"wasteland 2","role-playing",2015,1,9
"wasteland 2","role-playing",2015,1,3
"shadow tower","role-playing",1998,25,4
"shadow tower","role-playing",1998,10,5
"shadow tower","role-playing",1998,1,5
"ninja reflex","action",2008,27,9
"ninja reflex","action",2008,26,22
"ninja reflex","action",2008,1,6
"ninja reflex","action",2008,21,5
"ninja reflex","action",2008,2,6
"dragon ball: evolution","fighting",2009,0,5
"dragon ball: evolution","fighting",2009,2,3
"dragon ball: evolution","fighting",2009,1,4
"dragon ball: evolution","fighting",2009,31,13
"dragon ball: evolution","fighting",2009,4,14
"dragon ball: evolution","fighting",2009,3,8
"red bull bc one","misc",2008,27,9
"red bull bc one","misc",2008,26,22
"red bull bc one","misc",2008,1,6
"red bull bc one","misc",2008,21,5
"red bull bc one","misc",2008,2,6
"heatseeker","action",2007,46,7
"heatseeker","action",2007,4,9
"heatseeker","action",2007,1,6
"heatseeker","action",2007,23,32
"heatseeker","action",2007,4,6
"watchmen: the end is nigh part 1 & 2","action",2009,0,5
"watchmen: the end is nigh part 1 & 2","action",2009,2,3
"watchmen: the end is nigh part 1 & 2","action",2009,1,4
"watchmen: the end is nigh part 1 & 2","action",2009,31,13
"watchmen: the end is nigh part 1 & 2","action",2009,4,14
"watchmen: the end is nigh part 1 & 2","action",2009,3,8
"ford racing 3","racing",2005,5,10
"ford racing 3","racing",2005,4,7
"ice age 2: the meltdown","platform",2006,1,3
"ice age 2: the meltdown","platform",2006,10,4
"ice age 2: the meltdown","platform",2006,0,3
"ice age 2: the meltdown","platform",2006,5,6
"ice age 2: the meltdown","platform",2006,2,7
"ice age 2: the meltdown","platform",2006,0,8
"guilty gear isuka","fighting",2004,7,5
"mysims skyheroes","action",2010,546,58
"mysims skyheroes","action",2010,2,9
"nascar unleashed","racing",2011,22,12
"nascar unleashed","racing",2011,20,26
"nascar unleashed","racing",2011,0,3
"nascar unleashed","racing",2011,1,8
"nascar unleashed","racing",2011,7,5
"nascar unleashed","racing",2011,13,6
"shadow master","adventure",1997,2,5
"shadow master","adventure",1997,3,4
"global touring challenge: africa","racing",2001,4,5
"jikkyou powerful pro yakyuu 2013","sports",2013,8,12
"jikkyou powerful pro yakyuu 2013","sports",2013,0,7
"jikkyou powerful pro yakyuu 2013","sports",2013,3,6
"jikkyou powerful pro yakyuu 2013","sports",2013,0,5
"jikkyou powerful pro yakyuu 2013","sports",2013,2,5
"dead or alive 5","fighting",2013,8,12
"dead or alive 5","fighting",2013,0,7
"dead or alive 5","fighting",2013,3,6
"dead or alive 5","fighting",2013,0,5
"dead or alive 5","fighting",2013,2,5
"tokimeki memorial: taisen pazurudama","puzzle",1996,1,6
"inuyasha: secret of the divine jewel","role-playing",2007,46,7
"inuyasha: secret of the divine jewel","role-playing",2007,4,9
"inuyasha: secret of the divine jewel","role-playing",2007,1,6
"inuyasha: secret of the divine jewel","role-playing",2007,23,32
"inuyasha: secret of the divine jewel","role-playing",2007,4,6
"motogp 2","racing",2003,0,3
"motogp 2","racing",2003,8,7
"pro yakyuu famista ds","sports",2007,46,7
"pro yakyuu famista ds","sports",2007,4,9
"pro yakyuu famista ds","sports",2007,1,6
"pro yakyuu famista ds","sports",2007,23,32
"pro yakyuu famista ds","sports",2007,4,6
"bit.trip complete","misc",2011,22,12
"bit.trip complete","misc",2011,20,26
"bit.trip complete","misc",2011,0,3
"bit.trip complete","misc",2011,1,8
"bit.trip complete","misc",2011,7,5
"bit.trip complete","misc",2011,13,6
"eyecreate","misc",2007,46,7
"eyecreate","misc",2007,4,9
"eyecreate","misc",2007,1,6
"eyecreate","misc",2007,23,32
"eyecreate","misc",2007,4,6
"skylanders: spyro's adventure","action",2011,22,12
"skylanders: spyro's adventure","action",2011,20,26
"skylanders: spyro's adventure","action",2011,0,3
"skylanders: spyro's adventure","action",2011,1,8
"skylanders: spyro's adventure","action",2011,7,5
"skylanders: spyro's adventure","action",2011,13,6
"paws & claws: pet vet","simulation",2009,0,5
"paws & claws: pet vet","simulation",2009,2,3
"paws & claws: pet vet","simulation",2009,1,4
"paws & claws: pet vet","simulation",2009,31,13
"paws & claws: pet vet","simulation",2009,4,14
"paws & claws: pet vet","simulation",2009,3,8
"touch mechanic","simulation",2008,27,9
"touch mechanic","simulation",2008,26,22
"touch mechanic","simulation",2008,1,6
"touch mechanic","simulation",2008,21,5
"touch mechanic","simulation",2008,2,6
"ciel nosurge: ushinawareta hoshi e sasagu uta","adventure",2012,3,4
"ciel nosurge: ushinawareta hoshi e sasagu uta","adventure",2012,8,3
"ciel nosurge: ushinawareta hoshi e sasagu uta","adventure",2012,2,27
"ciel nosurge: ushinawareta hoshi e sasagu uta","adventure",2012,1,7
"ciel nosurge: ushinawareta hoshi e sasagu uta","adventure",2012,3,7
"ciel nosurge: ushinawareta hoshi e sasagu uta","adventure",2012,70,12
"ciel nosurge: ushinawareta hoshi e sasagu uta","adventure",2012,1,6
"ciel nosurge: ushinawareta hoshi e sasagu uta","adventure",2012,3,7
"ciel nosurge: ushinawareta hoshi e sasagu uta","adventure",2012,0,5
"ar tonelico: melody of elemia","role-playing",2006,1,3
"ar tonelico: melody of elemia","role-playing",2006,10,4
"ar tonelico: melody of elemia","role-playing",2006,0,3
"ar tonelico: melody of elemia","role-playing",2006,5,6
"ar tonelico: melody of elemia","role-playing",2006,2,7
"ar tonelico: melody of elemia","role-playing",2006,0,8
"man vs. wild","action",2011,22,12
"man vs. wild","action",2011,20,26
"man vs. wild","action",2011,0,3
"man vs. wild","action",2011,1,8
"man vs. wild","action",2011,7,5
"man vs. wild","action",2011,13,6
"sol trigger","role-playing",2012,3,4
"sol trigger","role-playing",2012,8,3
"sol trigger","role-playing",2012,2,27
"sol trigger","role-playing",2012,1,7
"sol trigger","role-playing",2012,3,7
"sol trigger","role-playing",2012,70,12
"sol trigger","role-playing",2012,1,6
"sol trigger","role-playing",2012,3,7
"sol trigger","role-playing",2012,0,5
"pony friends 2","simulation",2009,0,5
"pony friends 2","simulation",2009,2,3
"pony friends 2","simulation",2009,1,4
"pony friends 2","simulation",2009,31,13
"pony friends 2","simulation",2009,4,14
"pony friends 2","simulation",2009,3,8
"castlevania double pack","platform",2006,1,3
"castlevania double pack","platform",2006,10,4
"castlevania double pack","platform",2006,0,3
"castlevania double pack","platform",2006,5,6
"castlevania double pack","platform",2006,2,7
"castlevania double pack","platform",2006,0,8
"jikkyou powerful pro yakyuu 11","sports",2004,7,5
"glory days 2","strategy",2007,46,7
"glory days 2","strategy",2007,4,9
"glory days 2","strategy",2007,1,6
"glory days 2","strategy",2007,23,32
"glory days 2","strategy",2007,4,6
"johnny bravo in the hukka-mega-mighty-ultra-extreme date-o-rama","action",2009,0,5
"johnny bravo in the hukka-mega-mighty-ultra-extreme date-o-rama","action",2009,2,3
"johnny bravo in the hukka-mega-mighty-ultra-extreme date-o-rama","action",2009,1,4
"johnny bravo in the hukka-mega-mighty-ultra-extreme date-o-rama","action",2009,31,13
"johnny bravo in the hukka-mega-mighty-ultra-extreme date-o-rama","action",2009,4,14
"johnny bravo in the hukka-mega-mighty-ultra-extreme date-o-rama","action",2009,3,8
"street fighter collection","fighting",1997,2,5
"street fighter collection","fighting",1997,3,4
"thinksmart","misc",2010,546,58
"thinksmart","misc",2010,2,9
"digimon story: super xros wars blue/red","role-playing",2011,22,12
"digimon story: super xros wars blue/red","role-playing",2011,20,26
"digimon story: super xros wars blue/red","role-playing",2011,0,3
"digimon story: super xros wars blue/red","role-playing",2011,1,8
"digimon story: super xros wars blue/red","role-playing",2011,7,5
"digimon story: super xros wars blue/red","role-playing",2011,13,6
"tennis no oji-sama: motto gakuensai no ouji-sama - more sweet edition","sports",2010,546,58
"tennis no oji-sama: motto gakuensai no ouji-sama - more sweet edition","sports",2010,2,9
"mind quiz","action",2006,1,3
"mind quiz","action",2006,10,4
"mind quiz","action",2006,0,3
"mind quiz","action",2006,5,6
"mind quiz","action",2006,2,7
"mind quiz","action",2006,0,8
"populous ds","strategy",2008,27,9
"populous ds","strategy",2008,26,22
"populous ds","strategy",2008,1,6
"populous ds","strategy",2008,21,5
"populous ds","strategy",2008,2,6
"who wants to be a millionaire?","misc",2011,22,12
"who wants to be a millionaire?","misc",2011,20,26
"who wants to be a millionaire?","misc",2011,0,3
"who wants to be a millionaire?","misc",2011,1,8
"who wants to be a millionaire?","misc",2011,7,5
"who wants to be a millionaire?","misc",2011,13,6
"bladestorm: the hundred years' war","action",2007,46,7
"bladestorm: the hundred years' war","action",2007,4,9
"bladestorm: the hundred years' war","action",2007,1,6
"bladestorm: the hundred years' war","action",2007,23,32
"bladestorm: the hundred years' war","action",2007,4,6
"cartoon network: punch time explosion","fighting",2011,22,12
"cartoon network: punch time explosion","fighting",2011,20,26
"cartoon network: punch time explosion","fighting",2011,0,3
"cartoon network: punch time explosion","fighting",2011,1,8
"cartoon network: punch time explosion","fighting",2011,7,5
"cartoon network: punch time explosion","fighting",2011,13,6
"imagine: reporter","simulation",2010,546,58
"imagine: reporter","simulation",2010,2,9
"disney planes fire & rescue","action",2014,1,5
"disney planes fire & rescue","action",2014,13,6
"disney planes fire & rescue","action",2014,12,3
"disney planes fire & rescue","action",2014,2,4
"gokuhou!! mecha mote iinchou: mm town de miracle change!","simulation",2009,0,5
"gokuhou!! mecha mote iinchou: mm town de miracle change!","simulation",2009,2,3
"gokuhou!! mecha mote iinchou: mm town de miracle change!","simulation",2009,1,4
"gokuhou!! mecha mote iinchou: mm town de miracle change!","simulation",2009,31,13
"gokuhou!! mecha mote iinchou: mm town de miracle change!","simulation",2009,4,14
"gokuhou!! mecha mote iinchou: mm town de miracle change!","simulation",2009,3,8
"natural doctrine","role-playing",2014,1,5
"natural doctrine","role-playing",2014,13,6
"natural doctrine","role-playing",2014,12,3
"natural doctrine","role-playing",2014,2,4
"snk vs. capcom card fighters ds","strategy",2006,1,3
"snk vs. capcom card fighters ds","strategy",2006,10,4
"snk vs. capcom card fighters ds","strategy",2006,0,3
"snk vs. capcom card fighters ds","strategy",2006,5,6
"snk vs. capcom card fighters ds","strategy",2006,2,7
"snk vs. capcom card fighters ds","strategy",2006,0,8
"mystery stories: curse of the ancient spirits","adventure",2011,22,12
"mystery stories: curse of the ancient spirits","adventure",2011,20,26
"mystery stories: curse of the ancient spirits","adventure",2011,0,3
"mystery stories: curse of the ancient spirits","adventure",2011,1,8
"mystery stories: curse of the ancient spirits","adventure",2011,7,5
"mystery stories: curse of the ancient spirits","adventure",2011,13,6
"kuroko's basketball: miracle game","sports",2014,1,5
"kuroko's basketball: miracle game","sports",2014,13,6
"kuroko's basketball: miracle game","sports",2014,12,3
"kuroko's basketball: miracle game","sports",2014,2,4
"mindjack","shooter",2011,22,12
"mindjack","shooter",2011,20,26
"mindjack","shooter",2011,0,3
"mindjack","shooter",2011,1,8
"mindjack","shooter",2011,7,5
"mindjack","shooter",2011,13,6
"recore","action",2016,0,5
"recore","action",2016,3,3
"recore","action",2016,11,5
"recore","action",2016,53,49
"recore","action",2016,14,3
"recore","action",2016,2,6
"nascar","racing",2006,1,3
"nascar","racing",2006,10,4
"nascar","racing",2006,0,3
"nascar","racing",2006,5,6
"nascar","racing",2006,2,7
"nascar","racing",2006,0,8
"halo 2","shooter",2007,46,7
"halo 2","shooter",2007,4,9
"halo 2","shooter",2007,1,6
"halo 2","shooter",2007,23,32
"halo 2","shooter",2007,4,6
"unou no tatsujin: soukai! machigai museum 2","misc",2007,46,7
"unou no tatsujin: soukai! machigai museum 2","misc",2007,4,9
"unou no tatsujin: soukai! machigai museum 2","misc",2007,1,6
"unou no tatsujin: soukai! machigai museum 2","misc",2007,23,32
"unou no tatsujin: soukai! machigai museum 2","misc",2007,4,6
"playboy: the mansion","simulation",2005,5,10
"playboy: the mansion","simulation",2005,4,7
"the x-factor","misc",2010,546,58
"the x-factor","misc",2010,2,9
"gundam breaker","action",2013,8,12
"gundam breaker","action",2013,0,7
"gundam breaker","action",2013,3,6
"gundam breaker","action",2013,0,5
"gundam breaker","action",2013,2,5
"neo atlas","strategy",1998,25,4
"neo atlas","strategy",1998,10,5
"neo atlas","strategy",1998,1,5
"jaws: ultimate predator","action",2011,22,12
"jaws: ultimate predator","action",2011,20,26
"jaws: ultimate predator","action",2011,0,3
"jaws: ultimate predator","action",2011,1,8
"jaws: ultimate predator","action",2011,7,5
"jaws: ultimate predator","action",2011,13,6
"disney's aladdin in nasira's revenge","action",2000,0,7
"kiniro no corda 3","adventure",2010,546,58
"kiniro no corda 3","adventure",2010,2,9
"seaworld adventure parks: shamu's deep sea adventure","adventure",2005,5,10
"seaworld adventure parks: shamu's deep sea adventure","adventure",2005,4,7
"taiko no tatsujin: don don! mystery adventure","action",2016,0,5
"taiko no tatsujin: don don! mystery adventure","action",2016,3,3
"taiko no tatsujin: don don! mystery adventure","action",2016,11,5
"taiko no tatsujin: don don! mystery adventure","action",2016,53,49
"taiko no tatsujin: don don! mystery adventure","action",2016,14,3
"taiko no tatsujin: don don! mystery adventure","action",2016,2,6
"winning post 6","sports",2003,0,3
"winning post 6","sports",2003,8,7
"rock band country track pack 2","misc",2011,22,12
"rock band country track pack 2","misc",2011,20,26
"rock band country track pack 2","misc",2011,0,3
"rock band country track pack 2","misc",2011,1,8
"rock band country track pack 2","misc",2011,7,5
"rock band country track pack 2","misc",2011,13,6
"darkest of days","shooter",2009,0,5
"darkest of days","shooter",2009,2,3
"darkest of days","shooter",2009,1,4
"darkest of days","shooter",2009,31,13
"darkest of days","shooter",2009,4,14
"darkest of days","shooter",2009,3,8
"ghostbusters: the video game (ds version)","action",2010,546,58
"ghostbusters: the video game (ds version)","action",2010,2,9
"barnyard","action",2006,1,3
"barnyard","action",2006,10,4
"barnyard","action",2006,0,3
"barnyard","action",2006,5,6
"barnyard","action",2006,2,7
"barnyard","action",2006,0,8
"big league sports: summer","sports",2009,0,5
"big league sports: summer","sports",2009,2,3
"big league sports: summer","sports",2009,1,4
"big league sports: summer","sports",2009,31,13
"big league sports: summer","sports",2009,4,14
"big league sports: summer","sports",2009,3,8
"angry birds: rio","puzzle",2011,22,12
"angry birds: rio","puzzle",2011,20,26
"angry birds: rio","puzzle",2011,0,3
"angry birds: rio","puzzle",2011,1,8
"angry birds: rio","puzzle",2011,7,5
"angry birds: rio","puzzle",2011,13,6
"dance on broadway","misc",2011,22,12
"dance on broadway","misc",2011,20,26
"dance on broadway","misc",2011,0,3
"dance on broadway","misc",2011,1,8
"dance on broadway","misc",2011,7,5
"dance on broadway","misc",2011,13,6
"risen 3: titan lords","role-playing",2014,1,5
"risen 3: titan lords","role-playing",2014,13,6
"risen 3: titan lords","role-playing",2014,12,3
"risen 3: titan lords","role-playing",2014,2,4
"dungeons","strategy",2011,22,12
"dungeons","strategy",2011,20,26
"dungeons","strategy",2011,0,3
"dungeons","strategy",2011,1,8
"dungeons","strategy",2011,7,5
"dungeons","strategy",2011,13,6
"pac-man world 3","platform",2005,5,10
"pac-man world 3","platform",2005,4,7
"singstar apres-ski party 2","misc",2010,546,58
"singstar apres-ski party 2","misc",2010,2,9
"raven squad: operation hidden dagger","shooter",2009,0,5
"raven squad: operation hidden dagger","shooter",2009,2,3
"raven squad: operation hidden dagger","shooter",2009,1,4
"raven squad: operation hidden dagger","shooter",2009,31,13
"raven squad: operation hidden dagger","shooter",2009,4,14
"raven squad: operation hidden dagger","shooter",2009,3,8
"gundam breaker 3","action",2016,0,5
"gundam breaker 3","action",2016,3,3
"gundam breaker 3","action",2016,11,5
"gundam breaker 3","action",2016,53,49
"gundam breaker 3","action",2016,14,3
"gundam breaker 3","action",2016,2,6
"crash 'n' burn","racing",2004,7,5
"medieval ii: total war","strategy",2006,1,3
"medieval ii: total war","strategy",2006,10,4
"medieval ii: total war","strategy",2006,0,3
"medieval ii: total war","strategy",2006,5,6
"medieval ii: total war","strategy",2006,2,7
"medieval ii: total war","strategy",2006,0,8
"metal fight beyblade","action",2009,0,5
"metal fight beyblade","action",2009,2,3
"metal fight beyblade","action",2009,1,4
"metal fight beyblade","action",2009,31,13
"metal fight beyblade","action",2009,4,14
"metal fight beyblade","action",2009,3,8
"robots","action",2005,5,10
"robots","action",2005,4,7
"speed kings","racing",2003,0,3
"speed kings","racing",2003,8,7
"monopoly collection","misc",2011,22,12
"monopoly collection","misc",2011,20,26
"monopoly collection","misc",2011,0,3
"monopoly collection","misc",2011,1,8
"monopoly collection","misc",2011,7,5
"monopoly collection","misc",2011,13,6
"the king of fighters xiv","fighting",2016,0,5
"the king of fighters xiv","fighting",2016,3,3
"the king of fighters xiv","fighting",2016,11,5
"the king of fighters xiv","fighting",2016,53,49
"the king of fighters xiv","fighting",2016,14,3
"the king of fighters xiv","fighting",2016,2,6
"langrisser v: the end of legend","strategy",1998,25,4
"langrisser v: the end of legend","strategy",1998,10,5
"langrisser v: the end of legend","strategy",1998,1,5
"fifa street 3","sports",2008,27,9
"fifa street 3","sports",2008,26,22
"fifa street 3","sports",2008,1,6
"fifa street 3","sports",2008,21,5
"fifa street 3","sports",2008,2,6
"photokano","adventure",2012,3,4
"photokano","adventure",2012,8,3
"photokano","adventure",2012,2,27
"photokano","adventure",2012,1,7
"photokano","adventure",2012,3,7
"photokano","adventure",2012,70,12
"photokano","adventure",2012,1,6
"photokano","adventure",2012,3,7
"photokano","adventure",2012,0,5
"ouchi mainichi tamagotchi","action",2012,3,4
"ouchi mainichi tamagotchi","action",2012,8,3
"ouchi mainichi tamagotchi","action",2012,2,27
"ouchi mainichi tamagotchi","action",2012,1,7
"ouchi mainichi tamagotchi","action",2012,3,7
"ouchi mainichi tamagotchi","action",2012,70,12
"ouchi mainichi tamagotchi","action",2012,1,6
"ouchi mainichi tamagotchi","action",2012,3,7
"ouchi mainichi tamagotchi","action",2012,0,5
"fresh precure! asobi collection","action",2009,0,5
"fresh precure! asobi collection","action",2009,2,3
"fresh precure! asobi collection","action",2009,1,4
"fresh precure! asobi collection","action",2009,31,13
"fresh precure! asobi collection","action",2009,4,14
"fresh precure! asobi collection","action",2009,3,8
"populous: the beginning","strategy",1998,25,4
"populous: the beginning","strategy",1998,10,5
"populous: the beginning","strategy",1998,1,5
"rygar: the battle of argus","action",2008,27,9
"rygar: the battle of argus","action",2008,26,22
"rygar: the battle of argus","action",2008,1,6
"rygar: the battle of argus","action",2008,21,5
"rygar: the battle of argus","action",2008,2,6
"chess","strategy",2001,4,5
"rosco mcqueen: firefighter extreme","action",1997,2,5
"rosco mcqueen: firefighter extreme","action",1997,3,4
"terranigma","role-playing",1995,0,6
"pac-man and the ghostly adventures","platform",2013,8,12
"pac-man and the ghostly adventures","platform",2013,0,7
"pac-man and the ghostly adventures","platform",2013,3,6
"pac-man and the ghostly adventures","platform",2013,0,5
"pac-man and the ghostly adventures","platform",2013,2,5
"the voice","action",2014,1,5
"the voice","action",2014,13,6
"the voice","action",2014,12,3
"the voice","action",2014,2,4
"forever kingdom","role-playing",2001,4,5
"blitz: overtime","sports",2006,1,3
"blitz: overtime","sports",2006,10,4
"blitz: overtime","sports",2006,0,3
"blitz: overtime","sports",2006,5,6
"blitz: overtime","sports",2006,2,7
"blitz: overtime","sports",2006,0,8
"cabela's north american adventures","sports",2010,546,58
"cabela's north american adventures","sports",2010,2,9
"field & stream: total outdoorsman challenge","sports",2010,546,58
"field & stream: total outdoorsman challenge","sports",2010,2,9
"wordmaster","strategy",2008,27,9
"wordmaster","strategy",2008,26,22
"wordmaster","strategy",2008,1,6
"wordmaster","strategy",2008,21,5
"wordmaster","strategy",2008,2,6
"shining tears","role-playing",2004,7,5
"scaler","platform",2004,7,5
"gradius v","shooter",2004,7,5
"x-com: ufo defense","strategy",1995,0,6
"raiden fighters aces","shooter",2008,27,9
"raiden fighters aces","shooter",2008,26,22
"raiden fighters aces","shooter",2008,1,6
"raiden fighters aces","shooter",2008,21,5
"raiden fighters aces","shooter",2008,2,6
"scooby-doo! who's watching who?","adventure",2006,1,3
"scooby-doo! who's watching who?","adventure",2006,10,4
"scooby-doo! who's watching who?","adventure",2006,0,3
"scooby-doo! who's watching who?","adventure",2006,5,6
"scooby-doo! who's watching who?","adventure",2006,2,7
"scooby-doo! who's watching who?","adventure",2006,0,8
"world cup '98 france: road to win","sports",1998,25,4
"world cup '98 france: road to win","sports",1998,10,5
"world cup '98 france: road to win","sports",1998,1,5
"mlb slugfest 20-04","sports",2003,0,3
"mlb slugfest 20-04","sports",2003,8,7
"barbie and the magic of pegasus","action",2005,5,10
"barbie and the magic of pegasus","action",2005,4,7
"sd gundam g generation ds","role-playing",2005,5,10
"sd gundam g generation ds","role-playing",2005,4,7
"adventure time: finn & jake investigations","action",2015,21,14
"adventure time: finn & jake investigations","action",2015,9,3
"adventure time: finn & jake investigations","action",2015,0,3
"adventure time: finn & jake investigations","action",2015,9,9
"adventure time: finn & jake investigations","action",2015,2,5
"adventure time: finn & jake investigations","action",2015,1,9
"adventure time: finn & jake investigations","action",2015,1,3
"bleach: heat the soul","fighting",2005,5,10
"bleach: heat the soul","fighting",2005,4,7
"fishing master world tour","sports",2009,0,5
