"title","genre","year","num_injured","num_deaths"
"atelier rorona: alchemist of arland","role-playing",2009,2,3
"atelier rorona: alchemist of arland","role-playing",2009,1,4
"atelier rorona: alchemist of arland","role-playing",2009,31,13
"atelier rorona: alchemist of arland","role-playing",2009,4,14
"atelier rorona: alchemist of arland","role-playing",2009,3,8
"monster hunter freedom 2","role-playing",2011,22,12
"monster hunter freedom 2","role-playing",2011,20,26
"monster hunter freedom 2","role-playing",2011,0,3
"monster hunter freedom 2","role-playing",2011,1,8
"monster hunter freedom 2","role-playing",2011,7,5
"monster hunter freedom 2","role-playing",2011,13,6
"dragon ball z: supersonic warriors 2","fighting",2005,5,10
"dragon ball z: supersonic warriors 2","fighting",2005,4,7
"avatar: the last airbender","adventure",2006,1,3
"avatar: the last airbender","adventure",2006,10,4
"avatar: the last airbender","adventure",2006,0,3
"avatar: the last airbender","adventure",2006,5,6
"avatar: the last airbender","adventure",2006,2,7
"avatar: the last airbender","adventure",2006,0,8
"blue's clues: blue's big musical","misc",2001,4,5
"the mummy returns","action",2001,4,5
"hitman: blood money","action",2006,1,3
"hitman: blood money","action",2006,10,4
"hitman: blood money","action",2006,0,3
"hitman: blood money","action",2006,5,6
"hitman: blood money","action",2006,2,7
"hitman: blood money","action",2006,0,8
"disney sing it","misc",2008,27,9
"disney sing it","misc",2008,26,22
"disney sing it","misc",2008,1,6
"disney sing it","misc",2008,21,5
"disney sing it","misc",2008,2,6
"chopper command","shooter",1982,3,8
"crash: mind over mutant","platform",2008,27,9
"crash: mind over mutant","platform",2008,26,22
"crash: mind over mutant","platform",2008,1,6
"crash: mind over mutant","platform",2008,21,5
"crash: mind over mutant","platform",2008,2,6
"wwe 2k16","sports",2015,21,14
"wwe 2k16","sports",2015,9,3
"wwe 2k16","sports",2015,0,3
"wwe 2k16","sports",2015,9,9
"wwe 2k16","sports",2015,2,5
"wwe 2k16","sports",2015,1,9
"wwe 2k16","sports",2015,1,3
"lego the hobbit","action",2014,1,5
"lego the hobbit","action",2014,13,6
"lego the hobbit","action",2014,12,3
"lego the hobbit","action",2014,2,4
"babysitting mama","simulation",2010,546,58
"babysitting mama","simulation",2010,2,9
"boogie","misc",2007,46,7
"boogie","misc",2007,4,9
"boogie","misc",2007,1,6
"boogie","misc",2007,23,32
"boogie","misc",2007,4,6
"theatrhythm: final fantasy","misc",2012,3,4
"theatrhythm: final fantasy","misc",2012,8,3
"theatrhythm: final fantasy","misc",2012,2,27
"theatrhythm: final fantasy","misc",2012,1,7
"theatrhythm: final fantasy","misc",2012,3,7
"theatrhythm: final fantasy","misc",2012,70,12
"theatrhythm: final fantasy","misc",2012,1,6
"theatrhythm: final fantasy","misc",2012,3,7
"theatrhythm: final fantasy","misc",2012,0,5
"bleach: soul resurreccion","fighting",2011,22,12
"bleach: soul resurreccion","fighting",2011,20,26
"bleach: soul resurreccion","fighting",2011,0,3
"bleach: soul resurreccion","fighting",2011,1,8
"bleach: soul resurreccion","fighting",2011,7,5
"bleach: soul resurreccion","fighting",2011,13,6
"madden nfl 07","sports",2006,1,3
"madden nfl 07","sports",2006,10,4
"madden nfl 07","sports",2006,0,3
"madden nfl 07","sports",2006,5,6
"madden nfl 07","sports",2006,2,7
"madden nfl 07","sports",2006,0,8
"rugrats in paris: the movie","action",2000,0,7
"dance dance revolution universe 2","simulation",2007,46,7
"dance dance revolution universe 2","simulation",2007,4,9
"dance dance revolution universe 2","simulation",2007,1,6
"dance dance revolution universe 2","simulation",2007,23,32
"dance dance revolution universe 2","simulation",2007,4,6
"tactics ogre: the knight of lodis","role-playing",2001,4,5
"fortune street","misc",2011,22,12
"fortune street","misc",2011,20,26
"fortune street","misc",2011,0,3
"fortune street","misc",2011,1,8
"fortune street","misc",2011,7,5
"fortune street","misc",2011,13,6
"super robot taisen mx","strategy",2004,7,5
"alice in wonderland","adventure",2010,546,58
"alice in wonderland","adventure",2010,2,9
"nba street homecourt","sports",2007,46,7
"nba street homecourt","sports",2007,4,9
"nba street homecourt","sports",2007,1,6
"nba street homecourt","sports",2007,23,32
"nba street homecourt","sports",2007,4,6
"spider-man 2","action",2004,7,5
"bases loaded '96: double header","sports",1995,0,6
"dead or alive ultimate","fighting",2004,7,5
"rpg maker","role-playing",1997,2,5
"rpg maker","role-playing",1997,3,4
"fifa 14","sports",2013,8,12
"fifa 14","sports",2013,0,7
"fifa 14","sports",2013,3,6
"fifa 14","sports",2013,0,5
"fifa 14","sports",2013,2,5
"the saboteur","action",2009,0,5
"the saboteur","action",2009,2,3
"the saboteur","action",2009,1,4
"the saboteur","action",2009,31,13
"the saboteur","action",2009,4,14
"the saboteur","action",2009,3,8
"the adventures of jimmy neutron boy genius: attack of the twonkies","action",2004,7,5
"metal gear rising: revengeance","action",2013,8,12
"metal gear rising: revengeance","action",2013,0,7
"metal gear rising: revengeance","action",2013,3,6
"metal gear rising: revengeance","action",2013,0,5
"metal gear rising: revengeance","action",2013,2,5
"madden nfl 11","sports",2010,546,58
"madden nfl 11","sports",2010,2,9
"major league baseball 2k12","sports",2012,3,4
"major league baseball 2k12","sports",2012,8,3
"major league baseball 2k12","sports",2012,2,27
"major league baseball 2k12","sports",2012,1,7
"major league baseball 2k12","sports",2012,3,7
"major league baseball 2k12","sports",2012,70,12
"major league baseball 2k12","sports",2012,1,6
"major league baseball 2k12","sports",2012,3,7
"major league baseball 2k12","sports",2012,0,5
"alien: isolation","shooter",2014,1,5
"alien: isolation","shooter",2014,13,6
"alien: isolation","shooter",2014,12,3
"alien: isolation","shooter",2014,2,4
"the price is right","misc",2008,27,9
"the price is right","misc",2008,26,22
"the price is right","misc",2008,1,6
"the price is right","misc",2008,21,5
"the price is right","misc",2008,2,6
"monster hunter","role-playing",2004,7,5
"cars 2","racing",2011,22,12
"cars 2","racing",2011,20,26
"cars 2","racing",2011,0,3
"cars 2","racing",2011,1,8
"cars 2","racing",2011,7,5
"cars 2","racing",2011,13,6
"dreamworks madagascar kartz","racing",2009,0,5
"dreamworks madagascar kartz","racing",2009,2,3
"dreamworks madagascar kartz","racing",2009,1,4
"dreamworks madagascar kartz","racing",2009,31,13
"dreamworks madagascar kartz","racing",2009,4,14
"dreamworks madagascar kartz","racing",2009,3,8
"tony hawk's underground 2","sports",2004,7,5
"splashdown: rides gone wild","racing",2003,0,3
"splashdown: rides gone wild","racing",2003,8,7
"super famista 5","sports",1996,1,6
"dynasty warriors: gundam 2","action",2008,27,9
"dynasty warriors: gundam 2","action",2008,26,22
"dynasty warriors: gundam 2","action",2008,1,6
"dynasty warriors: gundam 2","action",2008,21,5
"dynasty warriors: gundam 2","action",2008,2,6
"shrek superslam","action",2005,5,10
"shrek superslam","action",2005,4,7
"rayman advance","platform",2001,4,5
"super robot taisen z","strategy",2008,27,9
"super robot taisen z","strategy",2008,26,22
"super robot taisen z","strategy",2008,1,6
"super robot taisen z","strategy",2008,21,5
"super robot taisen z","strategy",2008,2,6
"popolocrois monogatari","role-playing",1996,1,6
"tomb raider: anniversary","action",2007,46,7
"tomb raider: anniversary","action",2007,4,9
"tomb raider: anniversary","action",2007,1,6
"tomb raider: anniversary","action",2007,23,32
"tomb raider: anniversary","action",2007,4,6
"fantastic 4","action",2005,5,10
"fantastic 4","action",2005,4,7
"epic mickey 2: the power of two","action",2012,3,4
"epic mickey 2: the power of two","action",2012,8,3
"epic mickey 2: the power of two","action",2012,2,27
"epic mickey 2: the power of two","action",2012,1,7
"epic mickey 2: the power of two","action",2012,3,7
"epic mickey 2: the power of two","action",2012,70,12
"epic mickey 2: the power of two","action",2012,1,6
"epic mickey 2: the power of two","action",2012,3,7
"epic mickey 2: the power of two","action",2012,0,5
"the evil within","action",2014,1,5
"the evil within","action",2014,13,6
"the evil within","action",2014,12,3
"the evil within","action",2014,2,4
"realsports tennis","sports",1982,3,8
"nicktoons: attack of the toybots","platform",2007,46,7
"nicktoons: attack of the toybots","platform",2007,4,9
"nicktoons: attack of the toybots","platform",2007,1,6
"nicktoons: attack of the toybots","platform",2007,23,32
"nicktoons: attack of the toybots","platform",2007,4,6
"gauntlet","action",1982,3,8
"ridge racer 3d","racing",2011,22,12
"ridge racer 3d","racing",2011,20,26
"ridge racer 3d","racing",2011,0,3
"ridge racer 3d","racing",2011,1,8
"ridge racer 3d","racing",2011,7,5
"ridge racer 3d","racing",2011,13,6
"cars mater-national championship","racing",2007,46,7
"cars mater-national championship","racing",2007,4,9
"cars mater-national championship","racing",2007,1,6
"cars mater-national championship","racing",2007,23,32
"cars mater-national championship","racing",2007,4,6
"ace combat: assault horizon","action",2011,22,12
"ace combat: assault horizon","action",2011,20,26
"ace combat: assault horizon","action",2011,0,3
"ace combat: assault horizon","action",2011,1,8
"ace combat: assault horizon","action",2011,7,5
"ace combat: assault horizon","action",2011,13,6
"resident evil: the mercenaries 3d","action",2011,22,12
"resident evil: the mercenaries 3d","action",2011,20,26
"resident evil: the mercenaries 3d","action",2011,0,3
"resident evil: the mercenaries 3d","action",2011,1,8
"resident evil: the mercenaries 3d","action",2011,7,5
"resident evil: the mercenaries 3d","action",2011,13,6
"super monkey ball 3d","action",2011,22,12
"super monkey ball 3d","action",2011,20,26
"super monkey ball 3d","action",2011,0,3
"super monkey ball 3d","action",2011,1,8
"super monkey ball 3d","action",2011,7,5
"super monkey ball 3d","action",2011,13,6
"tony hawk's project 8","sports",2006,1,3
"tony hawk's project 8","sports",2006,10,4
"tony hawk's project 8","sports",2006,0,3
"tony hawk's project 8","sports",2006,5,6
"tony hawk's project 8","sports",2006,2,7
"tony hawk's project 8","sports",2006,0,8
"tony hawk's underground 2","sports",2004,7,5
"motorstorm: apocalypse","racing",2011,22,12
"motorstorm: apocalypse","racing",2011,20,26
"motorstorm: apocalypse","racing",2011,0,3
"motorstorm: apocalypse","racing",2011,1,8
"motorstorm: apocalypse","racing",2011,7,5
"motorstorm: apocalypse","racing",2011,13,6
"dragon quest heroes: the world's tree woe and the blight below","action",2015,21,14
"dragon quest heroes: the world's tree woe and the blight below","action",2015,9,3
"dragon quest heroes: the world's tree woe and the blight below","action",2015,0,3
"dragon quest heroes: the world's tree woe and the blight below","action",2015,9,9
"dragon quest heroes: the world's tree woe and the blight below","action",2015,2,5
"dragon quest heroes: the world's tree woe and the blight below","action",2015,1,9
"dragon quest heroes: the world's tree woe and the blight below","action",2015,1,3
"lego batman 3: beyond gotham","action",2014,1,5
"lego batman 3: beyond gotham","action",2014,13,6
"lego batman 3: beyond gotham","action",2014,12,3
"lego batman 3: beyond gotham","action",2014,2,4
"the matrix: path of neo","action",2005,5,10
"the matrix: path of neo","action",2005,4,7
"kane & lynch 2: dog days","shooter",2010,546,58
"kane & lynch 2: dog days","shooter",2010,2,9
"lollipop chainsaw","action",2012,3,4
"lollipop chainsaw","action",2012,8,3
"lollipop chainsaw","action",2012,2,27
"lollipop chainsaw","action",2012,1,7
"lollipop chainsaw","action",2012,3,7
"lollipop chainsaw","action",2012,70,12
"lollipop chainsaw","action",2012,1,6
"lollipop chainsaw","action",2012,3,7
"lollipop chainsaw","action",2012,0,5
"sonic lost world","platform",2013,8,12
"sonic lost world","platform",2013,0,7
"sonic lost world","platform",2013,3,6
"sonic lost world","platform",2013,0,5
"sonic lost world","platform",2013,2,5
"power rangers: dino thunder","action",2003,0,3
"power rangers: dino thunder","action",2003,8,7
"goldeneye: rogue agent","shooter",2004,7,5
"ultimate i spy","adventure",2008,27,9
"ultimate i spy","adventure",2008,26,22
"ultimate i spy","adventure",2008,1,6
"ultimate i spy","adventure",2008,21,5
"ultimate i spy","adventure",2008,2,6
"spongebob squarepants: creature from the krusty krab","platform",2006,1,3
"spongebob squarepants: creature from the krusty krab","platform",2006,10,4
"spongebob squarepants: creature from the krusty krab","platform",2006,0,3
"spongebob squarepants: creature from the krusty krab","platform",2006,5,6
"spongebob squarepants: creature from the krusty krab","platform",2006,2,7
"spongebob squarepants: creature from the krusty krab","platform",2006,0,8
"the sims","simulation",2003,0,3
"the sims","simulation",2003,8,7
"grandia iii","role-playing",2005,5,10
"grandia iii","role-playing",2005,4,7
"fifa soccer 09","sports",2008,27,9
"fifa soccer 09","sports",2008,26,22
"fifa soccer 09","sports",2008,1,6
"fifa soccer 09","sports",2008,21,5
"fifa soccer 09","sports",2008,2,6
"mobile suit gundam seed destiny: rengou vs. z.a.f.t. ii plus","shooter",2006,1,3
"mobile suit gundam seed destiny: rengou vs. z.a.f.t. ii plus","shooter",2006,10,4
"mobile suit gundam seed destiny: rengou vs. z.a.f.t. ii plus","shooter",2006,0,3
"mobile suit gundam seed destiny: rengou vs. z.a.f.t. ii plus","shooter",2006,5,6
"mobile suit gundam seed destiny: rengou vs. z.a.f.t. ii plus","shooter",2006,2,7
"mobile suit gundam seed destiny: rengou vs. z.a.f.t. ii plus","shooter",2006,0,8
"mario & wario","puzzle",1993,1,4
"mario & wario","puzzle",1993,19,6
"mario & wario","puzzle",1993,8,4
"mario & wario","puzzle",1993,6,9
"scarface: the world is yours","action",2006,1,3
"scarface: the world is yours","action",2006,10,4
"scarface: the world is yours","action",2006,0,3
"scarface: the world is yours","action",2006,5,6
"scarface: the world is yours","action",2006,2,7
"scarface: the world is yours","action",2006,0,8
"transformers: revenge of the fallen (xbox 360, ps3, & pc versions)","shooter",2009,0,5
"transformers: revenge of the fallen (xbox 360, ps3, & pc versions)","shooter",2009,2,3
"transformers: revenge of the fallen (xbox 360, ps3, & pc versions)","shooter",2009,1,4
"transformers: revenge of the fallen (xbox 360, ps3, & pc versions)","shooter",2009,31,13
"transformers: revenge of the fallen (xbox 360, ps3, & pc versions)","shooter",2009,4,14
"transformers: revenge of the fallen (xbox 360, ps3, & pc versions)","shooter",2009,3,8
"pokemon art academy","misc",2014,1,5
"pokemon art academy","misc",2014,13,6
"pokemon art academy","misc",2014,12,3
"pokemon art academy","misc",2014,2,4
"fifa soccer 64","sports",1997,2,5
"fifa soccer 64","sports",1997,3,4
"dragon ball z: burst limit","fighting",2008,27,9
"dragon ball z: burst limit","fighting",2008,26,22
"dragon ball z: burst limit","fighting",2008,1,6
"dragon ball z: burst limit","fighting",2008,21,5
"dragon ball z: burst limit","fighting",2008,2,6
"bakugan battle brawlers: defenders of the core","action",2010,546,58
"bakugan battle brawlers: defenders of the core","action",2010,2,9
"medal of honor","shooter",2010,546,58
"medal of honor","shooter",2010,2,9
"doom 3 bfg edition","shooter",2012,3,4
"doom 3 bfg edition","shooter",2012,8,3
"doom 3 bfg edition","shooter",2012,2,27
"doom 3 bfg edition","shooter",2012,1,7
"doom 3 bfg edition","shooter",2012,3,7
"doom 3 bfg edition","shooter",2012,70,12
"doom 3 bfg edition","shooter",2012,1,6
"doom 3 bfg edition","shooter",2012,3,7
"doom 3 bfg edition","shooter",2012,0,5
"j-league pro soccer club wo tsukurou! 2","sports",1997,2,5
"j-league pro soccer club wo tsukurou! 2","sports",1997,3,4
"terraria","action",2013,8,12
"terraria","action",2013,0,7
"terraria","action",2013,3,6
"terraria","action",2013,0,5
"terraria","action",2013,2,5
"backyard baseball","sports",2004,7,5
"wipeout pulse","racing",2009,0,5
"wipeout pulse","racing",2009,2,3
"wipeout pulse","racing",2009,1,4
"wipeout pulse","racing",2009,31,13
"wipeout pulse","racing",2009,4,14
"wipeout pulse","racing",2009,3,8
"barbie horse adventures: wild horse rescue","sports",2003,0,3
"barbie horse adventures: wild horse rescue","sports",2003,8,7
"epic mickey: power of illusion","action",2012,3,4
"epic mickey: power of illusion","action",2012,8,3
"epic mickey: power of illusion","action",2012,2,27
"epic mickey: power of illusion","action",2012,1,7
"epic mickey: power of illusion","action",2012,3,7
"epic mickey: power of illusion","action",2012,70,12
"epic mickey: power of illusion","action",2012,1,6
"epic mickey: power of illusion","action",2012,3,7
"epic mickey: power of illusion","action",2012,0,5
"lego marvel super heroes","action",2013,8,12
"lego marvel super heroes","action",2013,0,7
"lego marvel super heroes","action",2013,3,6
"lego marvel super heroes","action",2013,0,5
"lego marvel super heroes","action",2013,2,5
"taiko no tatsujin: appare sandaime","misc",2003,0,3
"taiko no tatsujin: appare sandaime","misc",2003,8,7
"alone in the dark","adventure",2008,27,9
"alone in the dark","adventure",2008,26,22
"alone in the dark","adventure",2008,1,6
"alone in the dark","adventure",2008,21,5
"alone in the dark","adventure",2008,2,6
"one piece: grand battle!","fighting",2001,4,5
"transformers: revenge of the fallen (xbox 360, ps3, & pc versions)","shooter",2009,0,5
"transformers: revenge of the fallen (xbox 360, ps3, & pc versions)","shooter",2009,2,3
"transformers: revenge of the fallen (xbox 360, ps3, & pc versions)","shooter",2009,1,4
"transformers: revenge of the fallen (xbox 360, ps3, & pc versions)","shooter",2009,31,13
"transformers: revenge of the fallen (xbox 360, ps3, & pc versions)","shooter",2009,4,14
"transformers: revenge of the fallen (xbox 360, ps3, & pc versions)","shooter",2009,3,8
"football manager handheld 2009","sports",2008,27,9
"football manager handheld 2009","sports",2008,26,22
"football manager handheld 2009","sports",2008,1,6
"football manager handheld 2009","sports",2008,21,5
"football manager handheld 2009","sports",2008,2,6
"sniper: art of victory","shooter",2008,27,9
"sniper: art of victory","shooter",2008,26,22
"sniper: art of victory","shooter",2008,1,6
"sniper: art of victory","shooter",2008,21,5
"sniper: art of victory","shooter",2008,2,6
"crazy taxi","racing",2001,4,5
"spy hunter 2","racing",2003,0,3
"spy hunter 2","racing",2003,8,7
"f1 2014","racing",2014,1,5
"f1 2014","racing",2014,13,6
"f1 2014","racing",2014,12,3
"f1 2014","racing",2014,2,4
"bass pro shops: the strike","sports",2009,0,5
"bass pro shops: the strike","sports",2009,2,3
"bass pro shops: the strike","sports",2009,1,4
"bass pro shops: the strike","sports",2009,31,13
"bass pro shops: the strike","sports",2009,4,14
"bass pro shops: the strike","sports",2009,3,8
"die hard trilogy 2: viva las vegas","action",1999,3,5
"die hard trilogy 2: viva las vegas","action",1999,0,7
"die hard trilogy 2: viva las vegas","action",1999,7,8
"die hard trilogy 2: viva las vegas","action",1999,13,9
"die hard trilogy 2: viva las vegas","action",1999,24,13
"jake power: fireman","adventure",2008,27,9
"jake power: fireman","adventure",2008,26,22
"jake power: fireman","adventure",2008,1,6
"jake power: fireman","adventure",2008,21,5
"jake power: fireman","adventure",2008,2,6
"asphalt 3d","racing",2011,22,12
"asphalt 3d","racing",2011,20,26
"asphalt 3d","racing",2011,0,3
"asphalt 3d","racing",2011,1,8
"asphalt 3d","racing",2011,7,5
"asphalt 3d","racing",2011,13,6
"momotarou dentetsu x: kyuushuu-hen mo arubai","misc",2001,4,5
"steel diver","action",2011,22,12
"steel diver","action",2011,20,26
"steel diver","action",2011,0,3
"steel diver","action",2011,1,8
"steel diver","action",2011,7,5
"steel diver","action",2011,13,6
"tales of legendia","role-playing",2005,5,10
"tales of legendia","role-playing",2005,4,7
"simcity 2000","simulation",1995,0,6
"crash of the titans","action",2007,46,7
"crash of the titans","action",2007,4,9
"crash of the titans","action",2007,1,6
"crash of the titans","action",2007,23,32
"crash of the titans","action",2007,4,6
"far cry 2","action",2008,27,9
"far cry 2","action",2008,26,22
"far cry 2","action",2008,1,6
"far cry 2","action",2008,21,5
"far cry 2","action",2008,2,6
"battlefield: hardline","shooter",2015,21,14
"battlefield: hardline","shooter",2015,9,3
"battlefield: hardline","shooter",2015,0,3
"battlefield: hardline","shooter",2015,9,9
"battlefield: hardline","shooter",2015,2,5
"battlefield: hardline","shooter",2015,1,9
"battlefield: hardline","shooter",2015,1,3
"harry potter and the order of the phoenix","action",2007,46,7
"harry potter and the order of the phoenix","action",2007,4,9
"harry potter and the order of the phoenix","action",2007,1,6
"harry potter and the order of the phoenix","action",2007,23,32
"harry potter and the order of the phoenix","action",2007,4,6
"rayman raving rabbids: tv party","misc",2008,27,9
"rayman raving rabbids: tv party","misc",2008,26,22
"rayman raving rabbids: tv party","misc",2008,1,6
"rayman raving rabbids: tv party","misc",2008,21,5
"rayman raving rabbids: tv party","misc",2008,2,6
"f.e.a.r. 2: project origin","shooter",2009,0,5
"f.e.a.r. 2: project origin","shooter",2009,2,3
"f.e.a.r. 2: project origin","shooter",2009,1,4
"f.e.a.r. 2: project origin","shooter",2009,31,13
"f.e.a.r. 2: project origin","shooter",2009,4,14
"f.e.a.r. 2: project origin","shooter",2009,3,8
"sonic & all-stars racing transformed","racing",2012,3,4
"sonic & all-stars racing transformed","racing",2012,8,3
"sonic & all-stars racing transformed","racing",2012,2,27
"sonic & all-stars racing transformed","racing",2012,1,7
"sonic & all-stars racing transformed","racing",2012,3,7
"sonic & all-stars racing transformed","racing",2012,70,12
"sonic & all-stars racing transformed","racing",2012,1,6
"sonic & all-stars racing transformed","racing",2012,3,7
"sonic & all-stars racing transformed","racing",2012,0,5
"scene it? lights camera action","misc",2007,46,7
"scene it? lights camera action","misc",2007,4,9
"scene it? lights camera action","misc",2007,1,6
"scene it? lights camera action","misc",2007,23,32
"scene it? lights camera action","misc",2007,4,6
"dead space extraction","shooter",2009,0,5
"dead space extraction","shooter",2009,2,3
"dead space extraction","shooter",2009,1,4
"dead space extraction","shooter",2009,31,13
"dead space extraction","shooter",2009,4,14
"dead space extraction","shooter",2009,3,8
"scrabble 2007 edition","puzzle",2007,46,7
"scrabble 2007 edition","puzzle",2007,4,9
"scrabble 2007 edition","puzzle",2007,1,6
"scrabble 2007 edition","puzzle",2007,23,32
"scrabble 2007 edition","puzzle",2007,4,6
"shrek the third","action",2007,46,7
"shrek the third","action",2007,4,9
"shrek the third","action",2007,1,6
"shrek the third","action",2007,23,32
"shrek the third","action",2007,4,6
"metal gear solid hd edition","action",2012,3,4
"metal gear solid hd edition","action",2012,8,3
"metal gear solid hd edition","action",2012,2,27
"metal gear solid hd edition","action",2012,1,7
"metal gear solid hd edition","action",2012,3,7
"metal gear solid hd edition","action",2012,70,12
"metal gear solid hd edition","action",2012,1,6
"metal gear solid hd edition","action",2012,3,7
"metal gear solid hd edition","action",2012,0,5
"children of mana","role-playing",2006,1,3
"children of mana","role-playing",2006,10,4
"children of mana","role-playing",2006,0,3
"children of mana","role-playing",2006,5,6
"children of mana","role-playing",2006,2,7
"children of mana","role-playing",2006,0,8
"madagascar: operation penguin","action",2005,5,10
"madagascar: operation penguin","action",2005,4,7
"active life: extreme challenge","sports",2009,0,5
"active life: extreme challenge","sports",2009,2,3
"active life: extreme challenge","sports",2009,1,4
"active life: extreme challenge","sports",2009,31,13
"active life: extreme challenge","sports",2009,4,14
"active life: extreme challenge","sports",2009,3,8
"the sims 2: pets","simulation",2007,46,7
"the sims 2: pets","simulation",2007,4,9
"the sims 2: pets","simulation",2007,1,6
"the sims 2: pets","simulation",2007,23,32
"the sims 2: pets","simulation",2007,4,6
"mario golf: world tour","sports",2014,1,5
"mario golf: world tour","sports",2014,13,6
"mario golf: world tour","sports",2014,12,3
"mario golf: world tour","sports",2014,2,4
"need for speed: porsche unleashed","racing",2004,7,5
"yu-gi-oh! forbidden memories (jp sales)","role-playing",1999,3,5
"yu-gi-oh! forbidden memories (jp sales)","role-playing",1999,0,7
"yu-gi-oh! forbidden memories (jp sales)","role-playing",1999,7,8
"yu-gi-oh! forbidden memories (jp sales)","role-playing",1999,13,9
"yu-gi-oh! forbidden memories (jp sales)","role-playing",1999,24,13
"nfl street 2","sports",2004,7,5
"silent hill: shattered memories","action",2009,0,5
"silent hill: shattered memories","action",2009,2,3
"silent hill: shattered memories","action",2009,1,4
"silent hill: shattered memories","action",2009,31,13
"silent hill: shattered memories","action",2009,4,14
"silent hill: shattered memories","action",2009,3,8
"the legend of the mystical ninja","adventure",1991,5,5
"the legend of the mystical ninja","adventure",1991,1,6
"the legend of the mystical ninja","adventure",1991,20,24
"you're in the movies","misc",2008,27,9
"you're in the movies","misc",2008,26,22
"you're in the movies","misc",2008,1,6
"you're in the movies","misc",2008,21,5
"you're in the movies","misc",2008,2,6
"dark sector","shooter",2008,27,9
"dark sector","shooter",2008,26,22
"dark sector","shooter",2008,1,6
"dark sector","shooter",2008,21,5
"dark sector","shooter",2008,2,6
"james bond 007: blood stone","shooter",2010,546,58
"james bond 007: blood stone","shooter",2010,2,9
"jeopardy!","misc",2003,0,3
"jeopardy!","misc",2003,8,7
"destroy all humans! 2","action",2006,1,3
"destroy all humans! 2","action",2006,10,4
"destroy all humans! 2","action",2006,0,3
"destroy all humans! 2","action",2006,5,6
"destroy all humans! 2","action",2006,2,7
"destroy all humans! 2","action",2006,0,8
"ecw hardcore revolution","fighting",1999,3,5
"ecw hardcore revolution","fighting",1999,0,7
"ecw hardcore revolution","fighting",1999,7,8
"ecw hardcore revolution","fighting",1999,13,9
"ecw hardcore revolution","fighting",1999,24,13
"pinball hall of fame: the williams collection","misc",2008,27,9
"pinball hall of fame: the williams collection","misc",2008,26,22
"pinball hall of fame: the williams collection","misc",2008,1,6
"pinball hall of fame: the williams collection","misc",2008,21,5
"pinball hall of fame: the williams collection","misc",2008,2,6
"tiger woods pga tour 07","sports",2006,1,3
"tiger woods pga tour 07","sports",2006,10,4
"tiger woods pga tour 07","sports",2006,0,3
"tiger woods pga tour 07","sports",2006,5,6
"tiger woods pga tour 07","sports",2006,2,7
"tiger woods pga tour 07","sports",2006,0,8
"wu-tang: shaolin style","fighting",1998,25,4
"wu-tang: shaolin style","fighting",1998,10,5
"wu-tang: shaolin style","fighting",1998,1,5
"world of warcraft: warlords of draenor","action",2014,1,5
"world of warcraft: warlords of draenor","action",2014,13,6
"world of warcraft: warlords of draenor","action",2014,12,3
"world of warcraft: warlords of draenor","action",2014,2,4
"rock band unplugged","misc",2009,0,5
"rock band unplugged","misc",2009,2,3
"rock band unplugged","misc",2009,1,4
"rock band unplugged","misc",2009,31,13
"rock band unplugged","misc",2009,4,14
"rock band unplugged","misc",2009,3,8
"okamiden","adventure",2010,546,58
"okamiden","adventure",2010,2,9
"crash: mind over mutant","platform",2008,27,9
"crash: mind over mutant","platform",2008,26,22
"crash: mind over mutant","platform",2008,1,6
"crash: mind over mutant","platform",2008,21,5
"crash: mind over mutant","platform",2008,2,6
"2010 fifa world cup south africa","sports",2010,546,58
"2010 fifa world cup south africa","sports",2010,2,9
"secret weapons over normandy","simulation",2003,0,3
"secret weapons over normandy","simulation",2003,8,7
"go diego go! great dinosaur rescue","action",2008,27,9
"go diego go! great dinosaur rescue","action",2008,26,22
"go diego go! great dinosaur rescue","action",2008,1,6
"go diego go! great dinosaur rescue","action",2008,21,5
"go diego go! great dinosaur rescue","action",2008,2,6
"all-star baseball 99","sports",1998,25,4
"all-star baseball 99","sports",1998,10,5
"all-star baseball 99","sports",1998,1,5
"harvest moon 64","simulation",1999,3,5
"harvest moon 64","simulation",1999,0,7
"harvest moon 64","simulation",1999,7,8
"harvest moon 64","simulation",1999,13,9
"harvest moon 64","simulation",1999,24,13
"ncaa football 09","sports",2008,27,9
"ncaa football 09","sports",2008,26,22
"ncaa football 09","sports",2008,1,6
"ncaa football 09","sports",2008,21,5
"ncaa football 09","sports",2008,2,6
"bratz: the movie","simulation",2007,46,7
"bratz: the movie","simulation",2007,4,9
"bratz: the movie","simulation",2007,1,6
"bratz: the movie","simulation",2007,23,32
"bratz: the movie","simulation",2007,4,6
"fifa soccer 13","action",2012,3,4
"fifa soccer 13","action",2012,8,3
"fifa soccer 13","action",2012,2,27
"fifa soccer 13","action",2012,1,7
"fifa soccer 13","action",2012,3,7
"fifa soccer 13","action",2012,70,12
"fifa soccer 13","action",2012,1,6
"fifa soccer 13","action",2012,3,7
"fifa soccer 13","action",2012,0,5
"harvest moon ds (us sales)","simulation",2005,5,10
"harvest moon ds (us sales)","simulation",2005,4,7
"vigilante 8: 2nd offense","racing",1999,3,5
"vigilante 8: 2nd offense","racing",1999,0,7
"vigilante 8: 2nd offense","racing",1999,7,8
"vigilante 8: 2nd offense","racing",1999,13,9
