video_game_key,game_key,na_sales,eu_sales,jp_sales,other_sales,global_sales,date_key
7942,7942,0.14,0.03,0.0,0.01,0.19,"[35, 47, 48, 86, 87, 88]"
7943,7943,0.17,0.0,0.0,0.01,0.19,"[27, 28, 94, 95, 96]"
7944,7944,0.12,0.04,0.0,0.03,0.19,"[35, 47, 48, 86, 87, 88]"
7945,7945,0.1,0.07,0.0,0.01,0.19,"[118, 119]"
7946,7946,0.0,0.0,0.19,0.0,0.19,[108]
7947,7947,0.06,0.09,0.0,0.03,0.19,"[35, 47, 48, 86, 87, 88]"
7948,7948,0.04,0.11,0.0,0.03,0.18,"[35, 47, 48, 86, 87, 88]"
7949,7949,0.17,0.0,0.0,0.01,0.18,"[50, 89]"
7950,7950,0.09,0.07,0.0,0.02,0.18,[106]
7951,7951,0.06,0.11,0.0,0.02,0.18,"[50, 89]"
7952,7952,0.1,0.06,0.0,0.02,0.18,"[24, 25, 79, 80, 81, 82, 83, 84, 85]"
7953,7953,0.17,0.0,0.0,0.01,0.18,"[38, 39, 90, 91, 92, 93]"
7954,7954,0.08,0.09,0.0,0.02,0.18,"[50, 89]"
7955,7955,0.09,0.07,0.0,0.02,0.18,[106]
7956,7956,0.13,0.05,0.0,0.0,0.18,"[43, 107]"
7957,7957,0.13,0.04,0.0,0.01,0.18,"[50, 89]"
7958,7958,0.17,0.0,0.0,0.01,0.18,"[12, 13, 52, 101, 102, 103]"
7959,7959,0.09,0.07,0.0,0.02,0.18,"[43, 107]"
7960,7960,0.14,0.04,0.0,0.01,0.18,"[104, 105]"
7961,7961,0.04,0.11,0.0,0.04,0.18,"[70, 71, 72, 73]"
7962,7962,0.14,0.04,0.0,0.01,0.18,"[43, 107]"
7963,7963,0.17,0.0,0.0,0.02,0.18,"[10, 97, 98, 99, 100]"
7964,7964,0.09,0.07,0.0,0.02,0.18,"[43, 107]"
7965,7965,0.08,0.02,0.07,0.02,0.18,"[38, 39, 90, 91, 92, 93]"
7966,7966,0.16,0.01,0.0,0.01,0.18,"[27, 28, 94, 95, 96]"
7967,7967,0.1,0.07,0.0,0.01,0.18,[109]
7968,7968,0.17,0.0,0.0,0.01,0.18,"[38, 39, 90, 91, 92, 93]"
7969,7969,0.14,0.0,0.01,0.03,0.18,"[74, 75, 76, 77, 78]"
7970,7970,0.14,0.04,0.0,0.01,0.18,
7971,7971,0.0,0.0,0.18,0.0,0.18,"[118, 119]"
7972,7972,0.04,0.03,0.11,0.01,0.18,[109]
7973,7973,0.09,0.07,0.0,0.02,0.18,"[43, 107]"
7974,7974,0.15,0.02,0.0,0.01,0.18,"[104, 105]"
7975,7975,0.14,0.04,0.0,0.01,0.18,"[104, 105]"
7976,7976,0.11,0.02,0.05,0.01,0.18,"[38, 39, 90, 91, 92, 93]"
7977,7977,0.06,0.07,0.03,0.02,0.18,"[70, 71, 72, 73]"
7978,7978,0.0,0.0,0.18,0.0,0.18,"[104, 105]"
7979,7979,0.07,0.1,0.0,0.01,0.18,"[63, 64, 65, 66, 67, 68, 69]"
7980,7980,0.0,0.0,0.18,0.0,0.18,"[10, 97, 98, 99, 100]"
7981,7981,0.04,0.03,0.11,0.01,0.18,"[10, 97, 98, 99, 100]"
7982,7982,0.11,0.06,0.0,0.02,0.18,"[35, 47, 48, 86, 87, 88]"
7983,7983,0.05,0.11,0.0,0.02,0.18,"[50, 89]"
7984,7984,0.1,0.07,0.0,0.01,0.18,[109]
7985,7985,0.01,0.14,0.0,0.04,0.18,"[38, 39, 90, 91, 92, 93]"
7986,7986,0.13,0.05,0.0,0.0,0.18,[108]
7987,7987,0.17,0.0,0.0,0.01,0.18,"[38, 39, 90, 91, 92, 93]"
7988,7988,0.16,0.01,0.0,0.02,0.18,"[38, 39, 90, 91, 92, 93]"
7989,7989,0.0,0.0,0.18,0.0,0.18,"[129, 130, 131]"
7990,7990,0.09,0.07,0.0,0.02,0.18,"[43, 107]"
7991,7991,0.09,0.08,0.0,0.02,0.18,"[27, 28, 94, 95, 96]"
7992,7992,0.0,0.15,0.0,0.04,0.18,"[38, 39, 90, 91, 92, 93]"
7993,7993,0.08,0.09,0.0,0.01,0.18,"[70, 71, 72, 73]"
7994,7994,0.14,0.04,0.0,0.01,0.18,"[104, 105]"
7995,7995,0.14,0.04,0.0,0.01,0.18,[108]
7996,7996,0.14,0.04,0.0,0.01,0.18,
7997,7997,0.1,0.07,0.0,0.01,0.18,[108]
7998,7998,0.12,0.04,0.0,0.02,0.18,"[50, 89]"
7999,7999,0.1,0.07,0.0,0.02,0.18,"[74, 75, 76, 77, 78]"
8000,8000,0.0,0.0,0.18,0.0,0.18,"[110, 111, 112, 113, 114]"
8001,8001,0.0,0.0,0.18,0.0,0.18,"[110, 111, 112, 113, 114]"
8002,8002,0.0,0.0,0.17,0.01,0.18,"[118, 119]"
8003,8003,0.09,0.07,0.0,0.02,0.18,[106]
8004,8004,0.07,0.09,0.0,0.02,0.18,"[74, 75, 76, 77, 78]"
8005,8005,0.13,0.05,0.0,0.0,0.18,
8006,8006,0.0,0.0,0.0,0.18,0.18,"[27, 28, 94, 95, 96]"
8007,8007,0.05,0.1,0.0,0.03,0.18,"[35, 47, 48, 86, 87, 88]"
8008,8008,0.11,0.01,0.05,0.01,0.18,"[104, 105]"
8009,8009,0.0,0.0,0.18,0.0,0.18,"[24, 25, 79, 80, 81, 82, 83, 84, 85]"
8010,8010,0.09,0.06,0.01,0.02,0.18,"[27, 28, 94, 95, 96]"
8011,8011,0.13,0.0,0.0,0.05,0.18,"[38, 39, 90, 91, 92, 93]"
8012,8012,0.0,0.0,0.18,0.0,0.18,"[104, 105]"
8013,8013,0.15,0.02,0.0,0.01,0.18,"[35, 47, 48, 86, 87, 88]"
8014,8014,0.07,0.08,0.01,0.01,0.18,"[57, 58, 59, 60, 61, 62]"
8015,8015,0.14,0.04,0.0,0.0,0.18,
8016,8016,0.17,0.0,0.0,0.01,0.18,"[104, 105]"
8017,8017,0.0,0.16,0.0,0.02,0.18,"[35, 47, 48, 86, 87, 88]"
8018,8018,0.04,0.01,0.13,0.0,0.18,"[123, 124, 125, 126]"
8019,8019,0.16,0.01,0.0,0.01,0.18,"[27, 28, 94, 95, 96]"
8020,8020,0.13,0.04,0.0,0.01,0.18,"[35, 47, 48, 86, 87, 88]"
8021,8021,0.0,0.16,0.0,0.02,0.18,"[50, 89]"
8022,8022,0.07,0.06,0.03,0.02,0.18,"[38, 39, 90, 91, 92, 93]"
8023,8023,0.05,0.12,0.0,0.02,0.18,"[50, 89]"
8024,8024,0.14,0.04,0.0,0.0,0.18,"[12, 13, 52, 101, 102, 103]"
8025,8025,0.07,0.03,0.05,0.03,0.18,"[70, 71, 72, 73]"
8026,8026,0.11,0.06,0.0,0.02,0.18,"[63, 64, 65, 66, 67, 68, 69]"
8027,8027,0.0,0.0,0.18,0.0,0.18,"[115, 116, 117]"
8028,8028,0.13,0.05,0.0,0.0,0.18,[106]
8029,8029,0.0,0.0,0.18,0.0,0.18,"[74, 75, 76, 77, 78]"
8030,8030,0.17,0.0,0.0,0.01,0.18,"[27, 28, 94, 95, 96]"
8031,8031,0.15,0.03,0.0,0.01,0.18,[108]
8032,8032,0.09,0.0,0.07,0.02,0.18,"[70, 71, 72, 73]"
8033,8033,0.0,0.0,0.18,0.0,0.18,"[35, 47, 48, 86, 87, 88]"
8034,8034,0.1,0.06,0.0,0.02,0.18,"[50, 89]"
8035,8035,0.08,0.0,0.07,0.03,0.18,"[70, 71, 72, 73]"
8036,8036,0.0,0.0,0.18,0.0,0.18,"[129, 130, 131]"
8037,8037,0.06,0.03,0.07,0.02,0.18,"[57, 58, 59, 60, 61, 62]"
8038,8038,0.14,0.04,0.0,0.01,0.18,[106]
8039,8039,0.1,0.07,0.0,0.01,0.18,[120]
8040,8040,0.16,0.0,0.0,0.01,0.18,"[10, 97, 98, 99, 100]"
8041,8041,0.09,0.07,0.0,0.02,0.18,[106]
8042,8042,0.09,0.07,0.0,0.02,0.18,"[43, 107]"
8043,8043,0.0,0.0,0.17,0.01,0.18,"[118, 119]"
8044,8044,0.0,0.14,0.0,0.04,0.18,"[50, 89]"
8045,8045,0.04,0.12,0.0,0.02,0.18,"[74, 75, 76, 77, 78]"
8046,8046,0.13,0.04,0.0,0.01,0.18,[106]
8047,8047,0.13,0.04,0.0,0.01,0.18,"[10, 97, 98, 99, 100]"
8048,8048,0.14,0.04,0.0,0.0,0.18,"[110, 111, 112, 113, 114]"
8049,8049,0.14,0.04,0.0,0.0,0.18,"[110, 111, 112, 113, 114]"
8050,8050,0.0,0.0,0.18,0.0,0.18,[122]
8051,8051,0.09,0.0,0.07,0.02,0.18,"[74, 75, 76, 77, 78]"
8052,8052,0.14,0.04,0.0,0.0,0.18,
8053,8053,0.0,0.0,0.18,0.0,0.18,"[12, 13, 52, 101, 102, 103]"
8054,8054,0.12,0.04,0.0,0.02,0.18,"[63, 64, 65, 66, 67, 68, 69]"
8055,8055,0.13,0.04,0.0,0.01,0.18,"[104, 105]"
8056,8056,0.05,0.1,0.0,0.03,0.18,"[24, 25, 79, 80, 81, 82, 83, 84, 85]"
8057,8057,0.15,0.02,0.0,0.01,0.18,"[104, 105]"
8058,8058,0.01,0.15,0.0,0.02,0.18,"[50, 89]"
8059,8059,0.13,0.05,0.0,0.0,0.18,[108]
8060,8060,0.14,0.02,0.0,0.02,0.18,"[12, 13, 52, 101, 102, 103]"
8061,8061,0.0,0.0,0.18,0.0,0.18,[109]
8062,8062,0.09,0.07,0.0,0.02,0.18,[109]
8063,8063,0.13,0.04,0.0,0.01,0.18,"[10, 97, 98, 99, 100]"
8064,8064,0.1,0.06,0.0,0.02,0.18,"[74, 75, 76, 77, 78]"
8065,8065,0.14,0.03,0.0,0.01,0.18,"[50, 89]"
8066,8066,0.07,0.08,0.0,0.03,0.18,"[35, 47, 48, 86, 87, 88]"
8067,8067,0.08,0.08,0.0,0.02,0.18,"[70, 71, 72, 73]"
8068,8068,0.0,0.0,0.18,0.0,0.18,"[74, 75, 76, 77, 78]"
8069,8069,0.14,0.04,0.0,0.0,0.18,"[104, 105]"
8070,8070,0.17,0.0,0.0,0.01,0.18,"[50, 89]"
8071,8071,0.13,0.04,0.0,0.01,0.18,"[35, 47, 48, 86, 87, 88]"
8072,8072,0.0,0.16,0.0,0.02,0.18,"[38, 39, 90, 91, 92, 93]"
8073,8073,0.17,0.0,0.0,0.01,0.18,"[27, 28, 94, 95, 96]"
8074,8074,0.0,0.0,0.18,0.0,0.18,[122]
8075,8075,0.1,0.07,0.0,0.02,0.18,"[35, 47, 48, 86, 87, 88]"
8076,8076,0.1,0.07,0.0,0.01,0.18,"[110, 111, 112, 113, 114]"
8077,8077,0.05,0.1,0.0,0.03,0.18,"[24, 25, 79, 80, 81, 82, 83, 84, 85]"
8078,8078,0.13,0.05,0.0,0.0,0.18,"[43, 107]"
8079,8079,0.1,0.06,0.0,0.02,0.18,"[35, 47, 48, 86, 87, 88]"
8080,8080,0.06,0.09,0.0,0.03,0.18,"[35, 47, 48, 86, 87, 88]"
8081,8081,0.13,0.05,0.0,0.0,0.18,"[104, 105]"
8082,8082,0.09,0.07,0.0,0.02,0.18,"[104, 105]"
8083,8083,0.11,0.04,0.02,0.01,0.18,"[50, 89]"
8084,8084,0.04,0.13,0.0,0.01,0.18,"[63, 64, 65, 66, 67, 68, 69]"
8085,8085,0.14,0.04,0.0,0.01,0.18,[106]
8086,8086,0.09,0.07,0.0,0.02,0.18,
8087,8087,0.06,0.1,0.0,0.01,0.18,"[57, 58, 59, 60, 61, 62]"
8088,8088,0.17,0.0,0.0,0.01,0.18,"[50, 89]"
8089,8089,0.05,0.02,0.1,0.01,0.18,"[24, 25, 79, 80, 81, 82, 83, 84, 85]"
8090,8090,0.08,0.08,0.0,0.02,0.18,"[27, 28, 94, 95, 96]"
8091,8091,0.14,0.04,0.0,0.0,0.18,[108]
8092,8092,0.1,0.03,0.02,0.03,0.18,"[70, 71, 72, 73]"
8093,8093,0.06,0.09,0.0,0.02,0.18,"[38, 39, 90, 91, 92, 93]"
8094,8094,0.1,0.07,0.0,0.01,0.18,[109]
8095,8095,0.0,0.0,0.18,0.0,0.18,"[74, 75, 76, 77, 78]"
8096,8096,0.09,0.07,0.0,0.02,0.18,
8097,8097,0.16,0.0,0.0,0.01,0.18,"[10, 97, 98, 99, 100]"
8098,8098,0.14,0.04,0.0,0.0,0.18,[108]
8099,8099,0.17,0.0,0.0,0.01,0.18,"[27, 28, 94, 95, 96]"
8100,8100,0.1,0.07,0.0,0.01,0.18,"[115, 116, 117]"
8101,8101,0.09,0.07,0.0,0.02,0.18,"[27, 28, 94, 95, 96]"
8102,8102,0.14,0.02,0.01,0.01,0.18,"[38, 39, 90, 91, 92, 93]"
8103,8103,0.1,0.07,0.0,0.01,0.18,[109]
8104,8104,0.0,0.0,0.18,0.0,0.18,"[104, 105]"
8105,8105,0.09,0.07,0.0,0.02,0.18,"[43, 107]"
8106,8106,0.04,0.04,0.08,0.02,0.18,"[70, 71, 72, 73]"
8107,8107,0.14,0.04,0.0,0.0,0.18,"[104, 105]"
8108,8108,0.05,0.04,0.08,0.01,0.18,"[104, 105]"
8109,8109,0.09,0.04,0.0,0.05,0.18,"[38, 39, 90, 91, 92, 93]"
8110,8110,0.13,0.05,0.0,0.0,0.18,[106]
8111,8111,0.16,0.0,0.0,0.01,0.18,"[10, 97, 98, 99, 100]"
8112,8112,0.04,0.03,0.1,0.01,0.18,
8113,8113,0.14,0.02,0.0,0.01,0.18,"[27, 28, 94, 95, 96]"
8114,8114,0.0,0.0,0.18,0.0,0.18,"[38, 39, 90, 91, 92, 93]"
8115,8115,0.0,0.0,0.18,0.0,0.18,"[27, 28, 94, 95, 96]"
8116,8116,0.13,0.04,0.0,0.01,0.18,"[104, 105]"
8117,8117,0.13,0.05,0.0,0.0,0.18,"[43, 107]"
8118,8118,0.13,0.05,0.0,0.0,0.18,
8119,8119,0.0,0.0,0.18,0.0,0.18,"[12, 13, 52, 101, 102, 103]"
8120,8120,0.0,0.0,0.18,0.0,0.18,"[27, 28, 94, 95, 96]"
8121,8121,0.0,0.0,0.18,0.0,0.18,"[35, 47, 48, 86, 87, 88]"
8122,8122,0.09,0.07,0.0,0.02,0.18,"[27, 28, 94, 95, 96]"
8123,8123,0.06,0.09,0.0,0.02,0.18,"[35, 47, 48, 86, 87, 88]"
8124,8124,0.09,0.07,0.0,0.02,0.18,[106]
8125,8125,0.17,0.0,0.0,0.01,0.18,"[50, 89]"
8126,8126,0.09,0.07,0.0,0.02,0.18,[108]
8127,8127,0.11,0.05,0.0,0.01,0.18,"[35, 47, 48, 86, 87, 88]"
8128,8128,0.12,0.04,0.0,0.01,0.18,"[50, 89]"
8129,8129,0.16,0.0,0.0,0.01,0.18,"[104, 105]"
8130,8130,0.13,0.05,0.0,0.0,0.18,[108]
8131,8131,0.16,0.0,0.0,0.01,0.18,"[27, 28, 94, 95, 96]"
8132,8132,0.17,0.0,0.0,0.01,0.18,"[50, 89]"
8133,8133,0.02,0.13,0.0,0.03,0.18,"[104, 105]"
8134,8134,0.1,0.07,0.0,0.01,0.18,[109]
8135,8135,0.1,0.07,0.0,0.01,0.18,[108]
8136,8136,0.16,0.0,0.0,0.01,0.18,"[10, 97, 98, 99, 100]"
8137,8137,0.03,0.13,0.0,0.01,0.18,"[57, 58, 59, 60, 61, 62]"
8138,8138,0.17,0.0,0.0,0.01,0.18,"[50, 89]"
8139,8139,0.13,0.05,0.0,0.0,0.18,[106]
8140,8140,0.13,0.04,0.0,0.01,0.18,"[27, 28, 94, 95, 96]"
8141,8141,0.13,0.05,0.0,0.0,0.18,"[104, 105]"
8142,8142,0.0,0.0,0.18,0.0,0.18,"[12, 13, 52, 101, 102, 103]"
8143,8143,0.0,0.0,0.18,0.0,0.18,"[27, 28, 94, 95, 96]"
8144,8144,0.13,0.04,0.0,0.01,0.18,"[43, 107]"
8145,8145,0.13,0.04,0.0,0.01,0.18,"[104, 105]"
8146,8146,0.16,0.0,0.0,0.01,0.18,"[35, 47, 48, 86, 87, 88]"
8147,8147,0.12,0.03,0.0,0.02,0.18,"[50, 89]"
8148,8148,0.13,0.04,0.0,0.01,0.18,
8149,8149,0.15,0.02,0.0,0.01,0.18,"[10, 97, 98, 99, 100]"
8150,8150,0.14,0.02,0.0,0.01,0.18,"[50, 89]"
8151,8151,0.13,0.02,0.01,0.01,0.18,"[27, 28, 94, 95, 96]"
8152,8152,0.07,0.02,0.07,0.02,0.17,"[50, 89]"
8153,8153,0.09,0.07,0.0,0.02,0.17,"[104, 105]"
8154,8154,0.11,0.04,0.0,0.02,0.17,"[50, 89]"
8155,8155,0.0,0.16,0.0,0.02,0.17,"[38, 39, 90, 91, 92, 93]"
8156,8156,0.09,0.07,0.0,0.02,0.17,"[104, 105]"
8157,8157,0.16,0.0,0.0,0.01,0.17,"[38, 39, 90, 91, 92, 93]"
8158,8158,0.09,0.07,0.0,0.02,0.17,[108]
8159,8159,0.13,0.02,0.0,0.02,0.17,"[38, 39, 90, 91, 92, 93]"
8160,8160,0.0,0.08,0.08,0.01,0.17,"[74, 75, 76, 77, 78]"
8161,8161,0.0,0.0,0.17,0.0,0.17,"[12, 13, 52, 101, 102, 103]"
8162,8162,0.09,0.05,0.0,0.03,0.17,"[35, 47, 48, 86, 87, 88]"
8163,8163,0.0,0.14,0.0,0.04,0.17,"[35, 47, 48, 86, 87, 88]"
8164,8164,0.07,0.09,0.0,0.02,0.17,"[38, 39, 90, 91, 92, 93]"
8165,8165,0.1,0.07,0.0,0.01,0.17,[109]
8166,8166,0.04,0.1,0.0,0.04,0.17,"[35, 47, 48, 86, 87, 88]"
8167,8167,0.0,0.0,0.17,0.0,0.17,"[57, 58, 59, 60, 61, 62]"
8168,8168,0.09,0.07,0.0,0.02,0.17,
8169,8169,0.07,0.02,0.06,0.03,0.17,"[70, 71, 72, 73]"
8170,8170,0.12,0.05,0.0,0.0,0.17,[108]
8171,8171,0.11,0.04,0.0,0.02,0.17,"[38, 39, 90, 91, 92, 93]"
8172,8172,0.09,0.07,0.0,0.02,0.17,
8173,8173,0.13,0.03,0.0,0.0,0.17,
8174,8174,0.09,0.07,0.0,0.02,0.17,[108]
8175,8175,0.13,0.03,0.0,0.0,0.17,"[12, 13, 52, 101, 102, 103]"
8176,8176,0.14,0.02,0.0,0.02,0.17,"[27, 28, 94, 95, 96]"
8177,8177,0.1,0.04,0.0,0.03,0.17,"[63, 64, 65, 66, 67, 68, 69]"
8178,8178,0.11,0.05,0.0,0.02,0.17,"[70, 71, 72, 73]"
8179,8179,0.16,0.0,0.0,0.01,0.17,"[50, 89]"
8180,8180,0.1,0.07,0.0,0.01,0.17,[121]
8181,8181,0.09,0.02,0.06,0.01,0.17,"[10, 97, 98, 99, 100]"
8182,8182,0.12,0.05,0.0,0.0,0.17,[106]
8183,8183,0.0,0.0,0.17,0.0,0.17,"[104, 105]"
8184,8184,0.16,0.0,0.0,0.01,0.17,"[27, 28, 94, 95, 96]"
8185,8185,0.13,0.03,0.0,0.0,0.17,"[12, 13, 52, 101, 102, 103]"
8186,8186,0.16,0.0,0.0,0.01,0.17,"[38, 39, 90, 91, 92, 93]"
8187,8187,0.0,0.0,0.17,0.0,0.17,"[38, 39, 90, 91, 92, 93]"
8188,8188,0.08,0.07,0.0,0.02,0.17,
8189,8189,0.07,0.07,0.01,0.03,0.17,"[35, 47, 48, 86, 87, 88]"
8190,8190,0.0,0.0,0.17,0.0,0.17,"[50, 89]"
8191,8191,0.13,0.03,0.0,0.0,0.17,"[12, 13, 52, 101, 102, 103]"
8192,8192,0.13,0.04,0.0,0.01,0.17,"[43, 107]"
8193,8193,0.0,0.0,0.16,0.01,0.17,"[115, 116, 117]"
8194,8194,0.08,0.08,0.0,0.02,0.17,"[35, 47, 48, 86, 87, 88]"
8195,8195,0.16,0.0,0.0,0.01,0.17,"[35, 47, 48, 86, 87, 88]"
8196,8196,0.1,0.07,0.0,0.01,0.17,[120]
8197,8197,0.16,0.0,0.0,0.01,0.17,"[10, 97, 98, 99, 100]"
8198,8198,0.16,0.0,0.0,0.01,0.17,"[27, 28, 94, 95, 96]"
8199,8199,0.0,0.0,0.17,0.0,0.17,"[10, 97, 98, 99, 100]"
8200,8200,0.08,0.07,0.0,0.02,0.17,[106]
8201,8201,0.13,0.03,0.0,0.02,0.17,"[27, 28, 94, 95, 96]"
8202,8202,0.16,0.0,0.0,0.01,0.17,"[38, 39, 90, 91, 92, 93]"
8203,8203,0.16,0.0,0.0,0.01,0.17,"[27, 28, 94, 95, 96]"
8204,8204,0.0,0.0,0.17,0.0,0.17,"[63, 64, 65, 66, 67, 68, 69]"
8205,8205,0.13,0.03,0.0,0.0,0.17,"[43, 107]"
8206,8206,0.07,0.08,0.0,0.02,0.17,"[24, 25, 79, 80, 81, 82, 83, 84, 85]"
8207,8207,0.15,0.01,0.0,0.01,0.17,"[27, 28, 94, 95, 96]"
8208,8208,0.16,0.01,0.0,0.01,0.17,"[12, 13, 52, 101, 102, 103]"
8209,8209,0.13,0.03,0.0,0.0,0.17,"[104, 105]"
8210,8210,0.13,0.04,0.0,0.01,0.17,"[43, 107]"
8211,8211,0.08,0.06,0.0,0.03,0.17,"[35, 47, 48, 86, 87, 88]"
8212,8212,0.0,0.0,0.17,0.0,0.17,"[24, 25, 79, 80, 81, 82, 83, 84, 85]"
8213,8213,0.08,0.07,0.0,0.02,0.17,"[38, 39, 90, 91, 92, 93]"
8214,8214,0.12,0.05,0.0,0.0,0.17,[108]
8215,8215,0.08,0.07,0.0,0.02,0.17,[108]
8216,8216,0.13,0.04,0.0,0.01,0.17,"[43, 107]"
8217,8217,0.08,0.07,0.0,0.02,0.17,"[38, 39, 90, 91, 92, 93]"
8218,8218,0.13,0.03,0.0,0.0,0.17,"[104, 105]"
8219,8219,0.13,0.03,0.0,0.01,0.17,"[12, 13, 52, 101, 102, 103]"
8220,8220,0.1,0.07,0.0,0.01,0.17,[108]
8221,8221,0.0,0.0,0.17,0.0,0.17,"[110, 111, 112, 113, 114]"
8222,8222,0.0,0.0,0.17,0.0,0.17,"[115, 116, 117]"
8223,8223,0.0,0.0,0.17,0.0,0.17,"[50, 89]"
8224,8224,0.16,0.0,0.0,0.01,0.17,"[27, 28, 94, 95, 96]"
8225,8225,0.06,0.04,0.04,0.03,0.17,"[70, 71, 72, 73]"
8226,8226,0.0,0.0,0.16,0.01,0.17,"[110, 111, 112, 113, 114]"
8227,8227,0.0,0.0,0.16,0.01,0.17,"[110, 111, 112, 113, 114]"
8228,8228,0.15,0.01,0.0,0.01,0.17,"[10, 97, 98, 99, 100]"
8229,8229,0.13,0.04,0.0,0.01,0.17,[106]
8230,8230,0.13,0.04,0.0,0.01,0.17,"[43, 107]"
8231,8231,0.05,0.08,0.0,0.04,0.17,"[50, 89]"
8232,8232,0.08,0.07,0.0,0.02,0.17,"[104, 105]"
8233,8233,0.08,0.07,0.0,0.02,0.17,"[43, 107]"
8234,8234,0.12,0.05,0.0,0.0,0.17,"[104, 105]"
8235,8235,0.16,0.0,0.0,0.01,0.17,"[38, 39, 90, 91, 92, 93]"
8236,8236,0.08,0.07,0.0,0.02,0.17,"[27, 28, 94, 95, 96]"
8237,8237,0.08,0.07,0.0,0.02,0.17,[109]
8238,8238,0.03,0.0,0.14,0.0,0.17,"[57, 58, 59, 60, 61, 62]"
8239,8239,0.01,0.12,0.0,0.03,0.17,"[38, 39, 90, 91, 92, 93]"
8240,8240,0.12,0.04,0.0,0.01,0.17,"[12, 13, 52, 101, 102, 103]"
8241,8241,0.08,0.07,0.0,0.02,0.17,"[38, 39, 90, 91, 92, 93]"
8242,8242,0.0,0.0,0.16,0.01,0.17,"[118, 119]"
8243,8243,0.1,0.04,0.0,0.02,0.17,"[50, 89]"
8244,8244,0.15,0.01,0.0,0.01,0.17,"[12, 13, 52, 101, 102, 103]"
8245,8245,0.06,0.07,0.04,0.01,0.17,"[50, 89]"
8246,8246,0.0,0.0,0.16,0.01,0.17,[120]
8247,8247,0.08,0.07,0.0,0.02,0.17,"[43, 107]"
8248,8248,0.0,0.0,0.17,0.0,0.17,"[43, 107]"
8249,8249,0.0,0.0,0.17,0.0,0.17,"[10, 97, 98, 99, 100]"
8250,8250,0.16,0.0,0.0,0.01,0.17,"[50, 89]"
8251,8251,0.0,0.0,0.17,0.0,0.17,[109]
8252,8252,0.13,0.03,0.0,0.0,0.17,"[43, 107]"
8253,8253,0.12,0.05,0.0,0.0,0.17,"[104, 105]"
8254,8254,0.0,0.0,0.17,0.0,0.17,"[38, 39, 90, 91, 92, 93]"
8255,8255,0.16,0.0,0.0,0.01,0.17,"[27, 28, 94, 95, 96]"
8256,8256,0.16,0.0,0.0,0.01,0.17,"[50, 89]"
8257,8257,0.07,0.07,0.0,0.03,0.17,"[10, 97, 98, 99, 100]"
8258,8258,0.13,0.04,0.0,0.01,0.17,"[43, 107]"
8259,8259,0.03,0.12,0.0,0.01,0.17,"[27, 28, 94, 95, 96]"
8260,8260,0.13,0.02,0.0,0.02,0.17,"[12, 13, 52, 101, 102, 103]"
8261,8261,0.0,0.03,0.14,0.0,0.17,"[74, 75, 76, 77, 78]"
8262,8262,0.0,0.0,0.17,0.0,0.17,"[110, 111, 112, 113, 114]"
8263,8263,0.05,0.04,0.07,0.01,0.17,"[115, 116, 117]"
8264,8264,0.16,0.0,0.0,0.01,0.17,"[10, 97, 98, 99, 100]"
8265,8265,0.16,0.0,0.0,0.01,0.17,"[38, 39, 90, 91, 92, 93]"
8266,8266,0.04,0.12,0.0,0.02,0.17,"[27, 28, 94, 95, 96]"
8267,8267,0.13,0.04,0.0,0.01,0.17,[106]
8268,8268,0.0,0.15,0.0,0.02,0.17,"[38, 39, 90, 91, 92, 93]"
8269,8269,0.16,0.0,0.0,0.01,0.17,"[27, 28, 94, 95, 96]"
8270,8270,0.13,0.03,0.0,0.01,0.17,"[24, 25, 79, 80, 81, 82, 83, 84, 85]"
8271,8271,0.12,0.05,0.0,0.0,0.17,"[104, 105]"
8272,8272,0.09,0.07,0.0,0.02,0.17,"[70, 71, 72, 73]"
8273,8273,0.09,0.06,0.0,0.01,0.17,"[110, 111, 112, 113, 114]"
8274,8274,0.12,0.05,0.0,0.0,0.17,[106]
8275,8275,0.16,0.0,0.0,0.01,0.17,"[27, 28, 94, 95, 96]"
8276,8276,0.16,0.0,0.0,0.01,0.17,"[27, 28, 94, 95, 96]"
8277,8277,0.14,0.02,0.0,0.01,0.17,"[38, 39, 90, 91, 92, 93]"
8278,8278,0.08,0.07,0.0,0.02,0.17,
8279,8279,0.07,0.09,0.0,0.02,0.17,"[50, 89]"
8280,8280,0.0,0.0,0.17,0.0,0.17,[106]
8281,8281,0.14,0.03,0.0,0.0,0.17,"[110, 111, 112, 113, 114]"
8282,8282,0.05,0.01,0.11,0.0,0.17,"[110, 111, 112, 113, 114]"
8283,8283,0.12,0.05,0.0,0.0,0.17,[109]
8284,8284,0.13,0.04,0.0,0.01,0.17,"[43, 107]"
8285,8285,0.12,0.05,0.0,0.0,0.17,[106]
8286,8286,0.14,0.01,0.0,0.01,0.17,"[27, 28, 94, 95, 96]"
8287,8287,0.12,0.05,0.0,0.0,0.17,[106]
8288,8288,0.06,0.03,0.06,0.02,0.17,"[24, 25, 79, 80, 81, 82, 83, 84, 85]"
8289,8289,0.08,0.06,0.0,0.02,0.17,"[38, 39, 90, 91, 92, 93]"
8290,8290,0.0,0.0,0.17,0.0,0.17,"[50, 89]"
8291,8291,0.08,0.06,0.0,0.02,0.17,"[27, 28, 94, 95, 96]"
8292,8292,0.0,0.0,0.17,0.0,0.17,"[10, 97, 98, 99, 100]"
8293,8293,0.12,0.04,0.0,0.0,0.17,[106]
